4kLUm6dYdq,BELASTUNG STUFEI,Productivity_Change,Gender,neighborhood,Number_of_Virtual_Meetings,Work_Location,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Work_Life_Balance_Rating,Zugang zu Ressourcen für psychische Gesundheit
Healthcare,Low,Decrease,Male,Africa,15,Hybrid,49,4,53,2,No
Education,High,Decrease,Female,North America,7,Remote,32,5,52,4,No
Education,Medium,No Change,Non-binary,Africa,12,remote control,81,3,23,1,Yes
Finance,High,No Change,Female,Africa,10,Onsite,22,3,24,4,Yes
Consulting,Low,Decrease,Prefer not to say,Asia,9,Hybrid,44,5,41,3,Yes
manufacture,Medium,Decrease,Prefer not to say,Africa,15,Onsite,88,4,60,1,Yes
Manufacturing,High,Decrease,Prefer not to say,South-America,11,KbGy_Remote,37,2,25,1,Yes
Healthcare,Medium,Increase,Prefer not to say,North America,12,Onsite,54,3,55,3,No
Retail,Low,Decrease,Non-binary,South America,3,Onsite,91,2,33,1,No
Consulting,Medium,Decrease,Prefer not to say,Africa,13,Hybrid,53,5,43,2,Yes
Education,Medium,Increase,Male,Africa,13,Rem.,23,3,59,5,Yes
Healthcare,Low,Increase,Male,fEYa_South America,3,Remote,58,2,48,1,Yes
0_Finance,Low,Increase,Non-binary,Asia,7,Remote,26,2,31,1,No
Manufacturing,Medium,Decrease,Male,A.,7,Remote,46,10,28,3,Yes
Manufacturing,Medium,Increase,Male,South America,7,Remote,20,4,49,3,No
Finance,Medium,Decrease,Prefer not to say,Europe,0,Hybrid,56,2,56,2,Yes
Retail,Medium,Increase,Non-binary,Asia,15,Onsite,28,5,56,1,No
Consulting,Medium,Increase,Female,Europe,2,Hybrid,39,5,51,1,Yes
Manufacturing,Medium,Increase,Non-binary,5outh America,10,V_Onsite,22,7,38,4,Yes
IT,High,No Change,Male,South America,4,Onsite,32,2,40,3,Yes
Consulting,low-toned,No Change,Non-binary,Africa,9,rz_Hybrid,76,2,56,1,e_No
IT,Medium,Decrease,Non-binary,South America,6,Hybrid,22,7,33,4,No
Manufacturing,Medium,Increase,Male,Europe,2,Onsite,91,2,45,5,No
IT,Medium,Decrease,Non-binary,Europe,11,Hybrid,33,1,55,2,No
Manufacturing,N_High,No Change,Female,South America,5,Remote,76,2,39,1,Yes
Education,Low,No Change,Non-binary,Africa,0,Remote,50,9,58,4,No
Healthcare,f14E_Medium,Decrease,Non-binary,Oceania,1,Onsite,28,5,41,1,Yes
Healthcare,culture medium,Increase,Prefer not to say,Europe,7,Onsite,96,4,57,4,No
Edu.,High,No Change,Female,Africa,0,Remote,35,4,31,5,5Nu_No
Healthcare,Medium,Increase,Prefer not to say,Oceania,8,Remote,39,2,34,3,biXo_Yes
Healthcare,High,Increase,Prefer not to say,Oceania,14,Hybrid,58,3,39,1,Yes
IT,Low,Decrease,Non-binary,Oceania,3,Hybrid,34,2,29,3,No
IT,Medium,Decrease,Prefer not to say,5outh America,4,Hybrid,48,4,31,1,No
Healthcare,t_High,No Change,Female,Europe,0,Remote,52,5,30,5,No
Healthcare,High,Increase,Prefer not to say,Africa,8,Remote,59,1,53,5,Yes
Consulting,High,Decrease,Male,Oceania,14,Remote,32,1,27,2,No
Education,Medium,Increase,Male,Africa,4,Remote,41,2,39,3,QKTy_Yes
Edu.,Medium,No Change,Male,South America,14,Remote,34,4,59,2,No
Consulting,Low,Decrease,Non-binary,North America,8,Hybrid,41,2,58,3,No
Education,Medium,No Change,Prefer not to say,Europe,9,Remote,91,4,28,3,Yes
IT,Hig.,Increase,Male,Asia,8,Remote,77,4,56,2,Yes
Healthcare,High,Increase,Non-binary,Oceania,9,Remote,25,2,31,1,No
Consulting,Medium,No Change,Female,Africa,12,Onsite,21,5,28,3,Yes
Finance,High,Decrease,Female,Africa,11,Hybrid,44,3,46,5,No
Consulting,High,No Change,Female,South America,0,Remote,28,3,32,5,Yes
oh_Retail,Medium,No Change,Male,Europe,8,Onsite,54,1,37,5,No
Consulting,Medium,Decrease,Prefer not to say,u_North America,12,intercrossed,55,3,50,3,No
Retail,Medium,Increase,Female,South America,10,Remote,26,1,55,5,No
Retail,Low,No Change,Female,Africa,7,Onsite,41,4,45,5,No
Healthcare,Low,No Change,Female,North America,4,Onsite,50,10,50,4,Yes
Finance,Medium,No Change,Prefer not to say,Oceania,12,Hybrid,55,5,43,2,Yes
Healthcare,Medium,Increase,Non-binary,Africa,2,Hybrid,22,5,39,3,No
Consul.,Low,No Change,Female,Euro.,11,Hybrid,33,1,30,5,atomic number 102
Retail,High,Increase,Male,Europe,4,Hybrid,21,1,36,1,No
Manufacturing,Medium,No Change,Prefer not to say,Europe,13,Hyb.,28,5,58,2,No
vuP_Healthcare,High,Decrease,Prefer not to say,Africa,6,Remote,22,3,53,5,Yes
IT,High,No Change,Non-binary,As.,14,Remote,58,2,56,4,Yes
Consulting,Low,Decrease,Male,South America,0,Remote,39,1,57,4,No
Finance,Low,Decrease,Male,Africa,15,Onsite,35,7,58,2,No
Healthcare,High,Increase,Female,Europe,3,intercrossed,56,1,57,3,Yes
Consulting,culture medium,Increase,Non-binary,Asia,13,Remote,29,1,46,4,No
Manufacturing,High,No Change,Female,Europe,0,Hybrid,24,1,42,4,No
Healthcare,high-topped,Decrease,Prefer not to say,South America,4,Onsite,60,3,24,3,Yes
Retail,Low,Decrease,Female,0ceania,9,Remote,31,1,53,4,No
9k5_Finance,L.,Decrease,Female,North America,10,Remote,50,5,24,1,N.
Consul.,Medium,No Change,Non-binary,South America,14,Remote,27,3,30,2,No
Oq_Healthcare,Medium,No Change,Prefer not to say,Europe,3,Remote,43,4,22,2,No
Re.,Medium,Decrease,Non-binary,2c_South America,3,Hybrid,30,2,28,5,Yes
Education,Medium,No Change,Non-binary,Europe,15,Onsite,26,3,52,1,Yes
Manufacturing,Medium,Decrease,Prefer not to say,South America,7,Onsite,47,1,47,1,hG_No
Manufacturing,culture medium,Increase,Male,Oceania,14,Onsite,56,5,30,3,No
Healthcare,Low,Decrease,Female,North America,15,Hybrid,30,5,52,4,bTz4_No
Healthc.,High,No Change,Prefer not to say,Asia,12,Hybrid,26,3,25,4,No
Consulting,Medium,Increase,Non-binary,Oceania,10,Onsite,47,5,50,2,No
Education,High,No Change,Female,OJ_Asia,7,Remote,38,4,60,4,No
IT,Medium,No Change,Female,Africa,0,Hybrid,49,1,48,2,Yes
IT,Medium,Decrease,Male,Asia,0,Remote,49,2,28,1,Ye.
Finance,Medium,Increase,Prefer not to say,Oceania,11,Remote,99,3,23,1,Yes
Education,High,Decrease,Male,Europe,13,Hybrid,24,8,26,2,No
Consulting,Medium,Increase,Female,North America,0,Hybrid,53,1,27,5,Yes
Finance,Medium,Increase,Non-binary,Sd_Asia,14,Remote,33,5,52,2,Yes
uT1_Consulting,Medium,Decrease,Prefer not to say,Asia,13,Onsite,41,1,32,1,Y.
Finance,Lo.,Increase,Prefer not to say,Europe,15,Remote,31,3,23,2,Yes
IT,Low,No Change,Prefer not to say,Oceania,4,Onsite,29,5,41,4,Yes
IT,High,No Change,Female,to the north the americas,7,Hybrid,33,1,33,1,Yes
Consulting,High,Increase,Non-binary,Europe,8,Remote,58,5,37,5,Yes
Consulting,High,Increase,Male,Oceania,12,Hybrid,42,2,33,3,Yes
Finance,High,No Change,Non-binary,North America,15,Hybrid,23,1,28,3,No
Consulting,High,Decrease,Non-binary,South America,4,Hybrid,28,2,57,5,Y.
Finance,Low,Decrease,Female,Oceania,10,Hybrid,41,9,45,2,No
Consulting,High,Decrease,Female,XrLa_Oceania,9,Onsite,33,2,50,5,Yes
Healthcare,Medium,No Change,Non-binary,Oceania,13,Hybrid,46,8,53,2,Yes
Healthcare,High,Increase,Prefer not to say,Europe,9,Remote,25,1,58,4,No
Education,Medium,Decrease,Prefer not to say,Asia,1,Onsite,55,1,48,2,Yes
Manuf.,High,Increase,Prefer not to say,Ma_Europe,4,On.,53,8,42,4,Yes
Retail,Medium,Decrease,Non-binary,A.,10,Onsite,47,1,22,1,No
Retail,Lo.,Decrease,Female,South America,14,Hybrid,35,7,23,2,No
Finance,Low,No Change,Prefer not to say,North.America,8,Hybrid,39,5,59,4,Yes
hJre_Consulting,High,Decrease,Non-binary,0ceania,12,Hybrid,34,5,50,1,Yes
Retail,High,Increase,Female,Oceania,9,Hybrid,27,1,27,5,No
Retail,Low,Increase,Prefer not to say,Africa,4,Remote,98,4,25,3,No
Healthcare,Low,No Change,Male,Africa,1,Onsite,48,1,52,2,3_Yes
Healthcare,L.,Increase,Non-binary,North America,3,Remote,52,3,37,5,No
Retail,Medium,Increase,Non-binary,South America,5,Onsite,40,2,22,3,No
Finance,g5Cf_Low,Decrease,Male,Asia,7,Hybrid,41,5,51,1,No
IT,High,Decrease,Male,Europe,15,Hybrid,56,4,57,1,Yes
Manufactu.,Low,No Change,Prefer not to say,North America,9,Onsite,57,5,58,5,Yes
Finance,High,No Change,Prefer not to say,oceanica,5,Remote,36,5,32,3,No
Finance,Low,Increase,Female,Ocean.,5,Hybrid,32,1,41,4,Yes
Education,Medi.,Decrease,Female,Asia,7,Remote,32,3,36,4,No
Manufacturing,Low,Decrease,Non-binary,Asia,14,Remote,58,4,51,3,N.
Retail,Low,Increase,Female,South America,15,Remote,59,1,60,4,No
f54_Healthcare,Medium,No Change,Female,Afr.,3,Onsite,22,5,34,3,Yes
Manufacturing,Medium,No Change,Female,Oceania,10,Remote,49,3,33,2,Yes
Consulting,High,No Change,Prefer not to say,Asia,14,Onsite,42,8,53,3,No
Retail,Low,Increase,Female,Africa,5,Onsite,20,3,53,5,Yes
IT,culture medium,Decrease,Female,Europe,5,Remote,22,2,40,2,No
Manufacturing,Medium,Decrease,Non-binary,Europe,1,Hybrid,48,2,36,5,atomic number 102
Healthcare,High,Decrease,Prefer not to say,Europe,1,Remote,20,3,54,1,No
IT,Low,No Change,Prefer not to say,North America,8,Hybr.,96,5,41,3,No
C.,High,No Change,Female,Europe,9,Hybrid,80,2,55,4,Yes
Finance,High,Decrease,Prefer not to say,Europe,4,Onsite,58,2,34,1,No
IT,Medium,Increase,Prefer not to say,Europe,2,Hybrid,58,2,43,2,Yes
IT,Medium,Decrease,Non-binary,Oceania,9,Hybrid,27,1,37,1,Yes
Education,Low,Decrease,Prefer not to say,Asia,13,Hybrid,40,1,37,1,Yes
Finance,Low,No Change,Female,Africa,14,Hybrid,24,3,57,4,Yes
IT,Low,No Change,Female,Europe,7,Onsite,43,2,33,2,No
Manufacturing,High,Decrease,Female,Afr.,9,Remote,50,2,51,2,No
Manufacturing,Medium,Decrease,Male,Europe,14,Remote,30,1,50,3,Yes
RD_Consulting,Medium,Decrease,Female,Asia,15,Hybrid,87,2,35,2,No
Educ.,Low,Increase,Non-binary,Africa,13,Remote,37,5,40,2,Yes
Retail,Low,No Change,Non-binary,South America,9,Onsite,51,9,53,3,Y.
Manufacturing,Low,Increase,Male,Africa,11,Onsite,54,4,32,2,No
Retail,High,Decrease,Female,Africa,15,remote control,58,2,56,4,No
Finance,Low,Decrease,Female,South America,1,Onsite,36,5,55,1,Yes
Retail,Low,No Change,Non-binary,A.,10,Onsite,53,1,49,4,Yes
Retail,High,Decrease,Female,North America,12,Hybrid,56,5,23,2,No
Retail,M.,Decrease,Male,Africa,4,Hybrid,27,1,38,2,Yes
Education,Medium,Decrease,Male,Africa,11,Remote,20,3,23,3,Yes
Education,Low,Increase,Female,Africa,14,Remote,25,3,29,2,No
Consulting,Low,Increase,Female,Europe,14,Remote,33,5,24,1,No
Finance,Low,No Change,Male,South America,5,On.,35,2,58,5,No
Manufacturing,Low,Increase,Male,Africa,4,Hybrid,92,4,42,1,No
Healthcare,Low,No Change,Male,South America,5,Onsite,21,4,42,1,No
Healthcare,Low,Increase,Non-binary,Asia,2,Remote,21,1,39,3,Yes
Healthcare,Medium,Increase,Male,Oceania,8,Onsite,29,3,45,5,Yes
IT,High,No Change,Non-binary,Oceania,5,Onsite,33,5,53,2,No
Finance,high-topped,Increase,Prefer not to say,North America,11,Hybrid,42,3,43,4,Yes
Education,Medium,No Change,Prefer not to say,South America,7,Onsite,38,9,24,1,Yes
Finance,High,Decrease,Male,Europe,4,Remote,40,5,44,1,K_Yes
Education,culture medium,Decrease,Prefer not to say,North America,4,Remote,24,5,39,4,No
Retail,Low,No Change,Prefer not to say,Europe,4,Hybrid,28,2,40,2,Yes
Education,Medium,No Change,Non-binary,N.Ame.,7,Hybrid,57,3,41,4,Yes
Finance,Low,No Change,Male,North America,13,Remote,41,2,23,4,Yes
Retail,Low,Increase,Female,North America,13,Onsite,40,8,53,4,No
Retail,Medium,Decrease,Non-binary,As.,3,Onsite,47,3,52,3,Yes
Consulting,Lo.,Decrease,Female,Europe,2,Onsite,53,1,58,5,No
Retail,high-topped,No Change,Prefer not to say,Oceania,13,Hybrid,27,5,56,1,No
Consulting,High,Increase,Female,Africa,13,Hybrid,33,2,34,3,No
Healthcare,low-toned,Decrease,Non-binary,Europe,3,Hybrid,50,5,36,3,No
Retail,Low,No Change,Male,South America,5,tDi_Remote,40,8,50,3,No
Education,Medium,No Change,Male,Asia,8,Remote,56,4,41,4,No
Healthcare,Lo.,Decrease,Female,North America,15,remote control,29,5,27,1,Yes
Consulting,Medium,Increase,Non-binary,Europe,1,Remote,27,2,40,1,No
Education,Medium,No Change,Male,Africa,11,Onsite,55,5,33,1,Yes
Finance,Medium,Increase,Prefer not to say,Oceania,14,Remote,28,1,45,2,No
Manufacturing,Low,Decrease,Prefer not to say,Oceania,12,Remote,59,4,39,4,Yes
Education,High,Decrease,Male,Asia,1,Hybrid,40,5,34,2,Yes
IT,Low,Increase,Female,Oceania,13,Onsite,38,5,40,3,Yes
Education,Medium,Increase,Female,North America,13,Remote,37,3,49,4,Yes
IT,Medium,Decrease,Female,Africa,0,Remote,36,5,35,1,Yes
44_Finance,Low,Increase,Non-binary,Asia,11,Remote,55,5,43,1,No
IT,Low,Increase,Female,Europe,10,Remote,47,3,59,2,Yes
Healthcare,Medium,No Change,Prefer not to say,Asia,14,Onsite,51,5,60,4,No
Retail,Low,No Change,Female,Oceania,14,Hybrid,42,4,42,5,Yes
Cons.,High,Decrease,Prefer not to say,Asia,6,Hybrid,45,4,42,3,Yes
Finance,Low,Decrease,Male,South America,4,Hybrid,46,3,37,5,Yes
Finance,Medium,Increase,Female,Oceania,0,Hybrid,60,4,60,1,Yes
Retail,Medium,Increase,Non-binary,l_Europe,2,Onsite,95,5,33,3,No
Consulting,Medium,Decrease,Male,Oceania,11,Hybrid,33,3,60,2,Yes
Retail,Medium,Increase,Female,Oceania,2,Onsite,44,4,58,2,No
Finance,Low,No Change,Male,South America,0,Remote,24,1,25,2,Yes
Consulting,High,Increase,Prefer not to say,North America,4,Hybrid,28,5,30,3,Yes
Healthcare,Medium,Increase,Female,Africa,1,Hybrid,56,3,28,3,No
IT,Medium,No Change,Non-binary,North America,5,Onsite,22,1,28,2,Yes
Retail,High,Increase,Prefer not to say,Eu.,4,Onsite,34,5,23,3,No
Retail,High,No Change,Female,Oceania,1,0nsite,34,3,36,3,No
Retail,High,Decrease,Male,South America,8,Hybrid,55,7,50,1,Yes
IT,Medium,No Change,Non-binary,South America,15,Onsite,20,5,57,3,No
Healthcare,Low,Increase,Male,Africa,7,Onsite,53,1,44,3,No
Healthcare,High,Decrease,Non-binary,o_Africa,3,Hybrid,31,5,24,5,Yes
Education,High,Increase,Prefer not to say,South America,10,Hybrid,51,4,39,1,Yes
IT,Medium,No Change,Male,Tg1_Europe,3,Hybrid,33,1,57,5,Yes
Tqqt_Retail,Medium,No Change,Prefer not to say,North America,0,Hybrid,46,3,45,3,Yes
Retail,Low,No Change,Female,North_America,4,Onsite,32,8,35,3,No
Healthcare,High,No Change,Prefer not to say,North America,11,Remote,25,1,59,4,No
Retail,5UWK_High,No Change,Prefer not to say,Oceania,14,Hybrid,43,4,58,2,No
Education,Medium,Increase,Male,Oceania,1,Remote,42,3,48,4,No
Healthcare,Medium,No Change,Prefer not to say,South America,10,Remote,49,5,55,5,No
IT,WVl_Medium,Decrease,Male,Europe,2,Hybrid,50,5,60,3,No
Finance,low-toned,Decrease,Prefer not to say,Europe,6,Onsite,44,10,60,1,Yes
IT,Low,No Change,Non-binary,South America,6,Remote,32,2,23,4,Yes
Education,Medium,No Change,Male,North America,3,Hybrid,51,5,28,3,Yes
IT,Medium,No Change,Female,Oceania,6,Hybrid,51,5,49,3,Yes
Ret.,Medium,No Change,Male,Europe,8,Remote,55,10,45,4,Yes
Retail,High,Decrease,Male,5outh America,12,Onsite,26,3,22,3,Yes
Manufacturing,High,No Change,Female,Oceania,12,Onsite,58,1,24,2,Yes
Healthcare,High,Decrease,Male,uwSw_Oceania,6,Hybrid,44,1,39,3,No
Manufacturing,High,Decrease,Non-binary,South America,11,Onsite,39,1,27,4,Yes
IT,high-topped,Increase,Male,North America,0,Hybrid,39,3,38,4,No
Healthcare,Low,Decrease,Female,Africa,1,Remote,45,10,50,5,Yes
IT,HsFX_High,Decrease,Non-binary,North America,13,Remote,57,5,46,4,No
Education,Bfv_Low,Increase,Prefer not to say,8e_Asia,4,Onsite,48,9,46,1,erd_Yes
Manufacturing,Low,Decrease,Prefer not to say,Europe,2,Hybrid,30,3,28,3,Yes
manufacture,Medium,No Change,Prefer not to say,Oceania,11,Remote,27,4,53,3,No
Education,Medium,Decrease,Female,North America,9,Hybrid,25,1,34,5,Yes
Finance,High,No Change,Female,Asia,14,Hybrid,25,4,35,5,Yes
Retail,Medium,Decrease,Prefer not to say,North America,9,Onsite,39,4,48,2,Yes
os_Manufacturing,L.,Increase,Male,Asia,6,Hybrid,31,5,25,5,No
Education,High,Decrease,Prefer not to say,South America,6,Remote,90,1,54,2,Yes
IT,Low,No Change,Male,Oceania,9,Hybrid,39,1,37,4,No
Retail,High,Decrease,Male,Africa,10,Onsite,39,5,33,2,No
Education,Medium,No Change,Female,South America,11,Remote,27,1,24,1,Yes
Finance,High,Decrease,Prefer not to say,North America,12,Hybrid,45,4,52,5,Yes
Retail,High,Increase,Male,Oceania,0,Hybrid,23,4,22,5,Yes
hoR8_Retail,High,Increase,Prefer not to say,Asi.,3,Remote,39,2,48,1,Ye.
Manufacturing,High,No Change,Male,South.America,6,Onsite,27,2,48,2,Yes
Healthcare,Medium,Decrease,Female,Africa,8,Remote,27,3,47,3,No
RTiS_Education,Medium,Decrease,Male,South America,5,Onsite,33,4,51,1,ZJ_Yes
Healthcare,Medium,Decrease,Male,North America,8,Hybrid,44,1,52,2,No
Consulting,Medium,Increase,Female,Oceania,0,Remote,80,3,41,4,Yes
Retail,Medium,Decrease,Male,Oceania,6,Hybrid,46,4,28,2,Yes
Retail,High,Increase,Prefer not to say,South-America,0,Hybrid,40,5,44,3,Yes
Finance,High,Increase,Non-binary,Europe,10,Remote,25,9,50,4,No
Healthcare,Low,Increase,Prefer not to say,Europe,4,intercrossed,29,1,43,3,No
IT,Low,Decrease,Male,North America,13,Remote,22,4,43,4,No
Manufacturing,high-topped,No Change,Prefer not to say,Oceania,3,Onsite,27,5,29,5,Yes
Manufacturing,Medium,Decrease,Prefer not to say,Europe,2,Hybrid,59,3,30,5,Yes
Finance,Medium,Decrease,Prefer not to say,Oceania,10,Remote,57,4,50,1,Ye.
Retail,Medium,Decrease,Male,South America,0,Hybrid,34,1,60,1,No
Retail,low-toned,No Change,Prefer not to say,North America,2,Hybrid,20,4,31,1,No
Education,Low,No Change,Female,Europe,5,Onsite,20,1,43,3,No
Education,Low,Increase,Female,Africa,14,Remote,57,8,58,5,Yes
education department,Low,Increase,Prefer not to say,South America,2,Hybrid,53,2,56,3,No
Finance,Medium,Decrease,Non-binary,South America,8,Remote,89,5,40,5,No
Healthcare,Low,Decrease,Female,Asia,15,Hybrid,40,2,57,4,No
Healthcare,Low,Decrease,Male,North America,11,Hybrid,49,4,31,5,No
Retail,Medium,Increase,Female,South America,14,Remote,44,5,35,3,Yes
IT,Medium,No Change,Prefer not to say,Afri.,13,Remote,53,3,32,2,Yes
Healthcare,High,Decrease,Prefer not to say,Oceania,0,Remote,28,3,31,5,Yes
Manufacturing,High,No Change,Prefer not to say,Europe,7,Hybrid,53,3,53,1,No.
Consulting,Medium,No Change,Prefer not to say,Oceania,9,Hybrid,54,1,42,2,B2_Yes
IT,Low,Decrease,Male,Europe,10,Remote,23,5,35,5,atomic number 102
Finance,High,Increase,Female,South America,12,Remote,80,4,58,4,No
Finance,Medium,Decrease,Female,5outh America,5,Remote,59,3,26,5,Yes
zt_Retail,Low,Decrease,Non-binary,Oceania,1,Hybrid,20,5,45,1,Yes
IT,Lo.,Decrease,Male,Africa,11,Hybrid,26,1,36,1,Yes
Ret.,High,Decrease,Non-binary,Asia,6,Onsite,47,1,25,3,No
Healthcare,Medium,Decrease,Prefer not to say,Asia,3,0nsite,37,1,55,1,3oL2_No
Retail,High,Decrease,Female,Asia,10,Hybrid,25,3,47,3,Yes
Retail,High,Decrease,Female,Asia,11,Hybrid,38,3,46,4,Wib_No
Education,High,No Change,Prefer not to say,Africa,0,Remote,86,4,39,1,Yes
Retail,Low,Decrease,Male,South America,13,Hybrid,49,4,27,5,Yes
Healthcare,High,Increase,Prefer not to say,North America,6,Onsite,44,2,35,3,No
Education,Hi.,Increase,Female,North America,13,Hybrid,34,1,60,3,Yes
Finance,Medium,No Change,Female,to the north the americas,2,Hybrid,36,5,33,5,6SW_Yes
Healthcare,High,Decrease,Prefer not to say,South America,15,Hybrid,44,3,45,4,Yes
IT,Medium,Decrease,Male,Asia,10,Hybrid,27,1,26,3,No
Consulting,Me.,Decrease,Male,Asia,15,Remote,54,3,25,4,No
Finance,high-topped,No Change,Female,Oceania,9,Hybrid,46,4,57,2,Yes
Finance,Medium,No Change,Prefer not to say,Asia,11,Remote,60,3,38,4,No
Retail,Medium,No Change,Non-binary,E.,15,Hybrid,27,4,50,3,No
Healthcare,Medium,No Change,Male,Asia,7,Onsite,45,2,38,1,atomic number 102
Education,High,Decrease,Male,Oceania,13,Remote,36,4,56,4,No
Retail,Low,Decrease,Non-binary,South America,14,Onsite,42,4,54,2,No
Consult.,High,Decrease,Prefer not to say,North America,1,Onsite,27,4,27,5,No
Education,High,Decrease,Non-binary,Africa,5,Hybrid,28,3,29,3,No
I.,Low,Increase,Non-binary,Oceania,15,Remote,56,1,34,5,Yes
IT,Medium,No Change,Prefer not to say,South America,11,Hybrid,22,5,25,5,No
Manufacturing,High,No Change,Male,South America,5,Hybrid,23,8,35,5,t_Yes
Manufacturing,High,No Change,Female,Europe,2,Remote,53,8,48,4,Yes
Fi.,30Zz_Low,Decrease,Female,Oceania,6,Remote,38,1,28,1,No
Finance,Medium,Decrease,Non-binary,Asia,8,Onsite,47,3,23,2,1CX_Yes
Consulting,Low,Increase,Non-binary,Africa,14,Remote,51,1,34,1,Yes
Retail,High,No Change,Prefer not to say,Oceania,6,Hybrid,48,3,53,1,Yes
Healthcare,Low,Increase,Prefer not to say,North America,13,Hybrid,28,4,52,4,Yes
Healthcare,Low,Decrease,Male,Asia,14,Onsite,49,4,29,5,No
Finance,Medium,Decrease,Female,North America,1,Hybrid,56,9,53,2,Yes
Fi.,High,Increase,Male,North America,1,Remote,38,9,42,3,Yes
Healthcare,Low,No Change,Male,Oceania,0,Onsite,46,8,35,3,No
Healthcare,High,Increase,Non-binary,Asia,3,Hybrid,32,8,42,1,No
D_Retail,High,Increase,Male,Africa,1,Onsite,52,2,45,2,No
Finance,Low,Increase,Male,Asia,13,Hybrid,48,3,24,1,Yes
Manufacturing,High,Increase,Female,Europe,0,Remote,38,4,40,3,No
Finance,High,Decrease,Non-binary,Africa,2,Hybrid,25,1,52,3,Yes
Manufacturing,Low,No Change,Male,North America,10,Hybrid,27,2,55,5,Yes
Finance,High,No Change,Non-binary,North America,3,Hybrid,28,5,38,2,No
d_Retail,Low,Decrease,Male,North America,6,O.,36,1,50,5,Yes
Retail,Medium,Increase,Male,Oceania,3,Onsite,53,4,36,1,Yes
Education,Medium,No Change,Female,Europe,15,Onsite,54,2,36,3,G_Yes
IT,Medium,Decrease,Male,Oceania,3,Hybrid,39,5,34,3,Yes
Consulting,Medium,No Change,Male,South America,8,Onsite,47,5,55,1,Yes
Consulting,High,No Change,Prefer not to say,North America,1,Hybrid,60,4,37,3,Yes
Finance,Low,Decrease,Female,North America,1,Onsite,37,4,39,3,No
IT,low-toned,Decrease,Female,Asia,10,remote control,33,5,41,3,No
Consulting,Low,Increase,Male,Asia,13,Onsite,27,3,58,5,No
Consulting,Low,Decrease,Female,Africa,6,Remote,39,5,25,4,Yes
Retail,Medium,Decrease,Male,Oceania,0,Onsite,45,10,26,2,Yes
Education,Low,No Change,Male,North America,5,Remote,57,4,23,1,No
IT,High,No Change,Male,Europe,9,Remote,27,5,45,3,Yes
Retail,High,Increase,Male,Asia,5,Hybrid,44,1,55,2,Yes
Education,High,Decrease,Male,North America,3,Remote,25,4,23,5,Yes
Education,Medium,Decrease,Female,Oceania,5,Hybrid,46,4,27,1,G_No
Consulting,Low,Increase,Male,Oceania,12,Remote,51,8,33,1,Yes
R.,Low,No Change,Non-binary,Europe,5,Remote,55,4,54,5,Yes
Retail,High,Decrease,Non-binary,Europe,14,Onsite,54,9,47,4,Yes
IT,High,Increase,Prefer not to say,Africa,11,Onsite,34,3,48,3,Yes
Retail,Low,Decrease,Female,Asia,9,Hybrid,32,1,35,1,Yes
Retail,Low,Increase,Male,Sou.A.,10,Remote,23,5,43,5,No
Retail,High,No Change,Female,Africa,8,Remote,22,5,43,1,No
Consulting,High,Decrease,Prefer not to say,South America,2,Onsite,36,9,46,1,Yes
Retail,Low,No Change,Non-binary,Oceania,3,Onsite,50,1,38,5,No
Retail,High,Increase,Female,Asia,13,Hybrid,36,2,22,5,Yes
Finance,Medium,No Change,Non-binary,North America,13,Remote,39,3,41,4,No
