vX7Wu,Stress_Level,Hours_Worked_Per_Week,Job_Role,industriousness,Employee_ID,Social_Isolation_Rating,Access_to_Mental_Health_Resources,Age,Physical_Activity,Years_of_Experience
3,High,44,Sales,Finance,EMP0388,4,No,46,Daily,20
3,High,28,Sales,Consulting,EMP0389,2,Yes,32,Weekly,18
1,Medium,54,Software Engineer,Retail,EMP0390,3,No,37,Weekly,31
8,Medium,55,Project Manager,Consulting,EMP0391,1,No,50,None,9
1,Medium,26,Marketing,Retail,EMP0392,5,No,55,Weekly,29
8,Low,41,HR,Retail,EMP0393,4,No,45,Daily,17
4,Low,50,Sales,Healthcare,EMP0394,4,Yes,50,None,31
9,Medium,55,Project Manager,Finance,EMP0395,3,Yes,43,Weekly,3
9,Medium,22,Marketing,Healthcare,EMP0396,4,No,39,Weekly,20
5,Low,33,Data Scientist,Consulting,EMP0397,4,No,30,Daily,9
10,High,21,Project Manager,Retail,EMP0398,3,No,36,None,4
5,Medium,28,Designer,Manufacturing,EMP0399,2,No,58,Daily,17
9,High,22,Data Scientist,Healthcare,EMP0400,1,Yes,53,Weekly,34
5,High,58,HR,IT,EMP0401,4,Yes,56,Daily,13
1,Low,39,Project Manager,Consulting,EMP0402,1,No,57,Daily,19
2,Low,35,Data Scientist,Finance,EMP0403,2,No,58,Weekly,8
1,High,56,Designer,Healthcare,EMP0404,3,Yes,57,Weekly,22
1,Medium,29,Data Scientist,Consulting,EMP0405,2,No,46,Daily,14
3,High,24,HR,Manufacturing,EMP0406,2,No,42,None,33
3,High,60,Project Manager,Healthcare,EMP0407,3,Yes,24,None,30
1,Low,31,HR,Retail,EMP0408,2,No,53,Daily,10
2,Low,50,Data Scientist,Finance,EMP0409,5,No,24,Weekly,35
7,Medium,27,Project Manager,Consulting,EMP0410,3,No,30,Weekly,20
4,Medium,43,Software Engineer,Healthcare,EMP0411,4,No,22,Daily,6
2,Medium,30,Designer,Retail,EMP0412,5,Yes,28,Daily,22
10,Medium,26,Sales,Education,EMP0413,2,Yes,52,None,25
9,Medium,47,Project Manager,Manufacturing,EMP0414,3,No,47,Weekly,21
5,Medium,56,Data Scientist,Manufacturing,EMP0415,4,No,30,Daily,14
9,Low,30,Sales,Healthcare,EMP0416,4,No,52,None,26
3,High,26,Sales,Healthcare,EMP0417,2,No,25,Daily,9
9,Medium,47,HR,Consulting,EMP0418,2,No,50,Daily,22
4,High,38,HR,Education,EMP0419,4,No,60,Weekly,34
4,Medium,49,Marketing,IT,EMP0420,2,Yes,48,Daily,30
2,Medium,49,HR,IT,EMP0421,4,Yes,28,Weekly,32
7,Medium,37,Marketing,Finance,EMP0422,3,Yes,23,None,5
4,High,24,Project Manager,Education,EMP0423,2,No,26,None,21
1,Medium,53,Marketing,Consulting,EMP0424,1,Yes,27,Daily,32
5,Medium,33,Sales,Finance,EMP0425,2,Yes,52,Weekly,30
4,Medium,41,Software Engineer,Consulting,EMP0426,1,Yes,32,Daily,28
1,Low,31,Sales,Finance,EMP0427,2,Yes,23,Weekly,4
1,Low,29,Sales,IT,EMP0428,1,Yes,41,None,19
1,High,33,Project Manager,IT,EMP0429,3,Yes,33,Daily,25
5,High,58,Sales,Consulting,EMP0430,5,Yes,37,Daily,9
4,High,42,Project Manager,Consulting,EMP0431,2,Yes,33,None,10
1,High,23,Marketing,Finance,EMP0432,1,No,28,Daily,26
4,High,28,Project Manager,Consulting,EMP0433,1,Yes,57,Weekly,26
1,Low,41,Designer,Finance,EMP0434,3,No,45,None,11
8,High,33,Data Scientist,Consulting,EMP0435,3,Yes,50,Daily,25
3,Medium,46,Marketing,Healthcare,EMP0436,3,Yes,53,Daily,3
4,High,25,HR,Healthcare,EMP0437,2,No,58,Weekly,29
1,Medium,55,Project Manager,Education,EMP0438,5,Yes,48,Weekly,7
3,High,53,Sales,Manufacturing,EMP0439,2,Yes,42,Daily,28
1,Medium,47,Software Engineer,Retail,EMP0440,3,No,22,None,7
10,Low,35,Data Scientist,Retail,EMP0441,2,No,23,Daily,34
5,Low,39,HR,Finance,EMP0442,1,Yes,59,Weekly,3
5,High,34,Designer,Consulting,EMP0443,4,Yes,50,None,24
1,High,27,HR,Retail,EMP0444,5,No,27,Weekly,7
8,Low,22,Software Engineer,Retail,EMP0445,1,No,25,None,18
5,Low,48,Designer,Healthcare,EMP0446,3,Yes,52,Daily,33
3,Low,52,Sales,Healthcare,EMP0447,1,No,37,Daily,28
1,Medium,40,Project Manager,Retail,EMP0448,4,No,22,Weekly,2
5,Low,41,HR,Finance,EMP0449,4,No,51,None,22
4,High,56,Project Manager,IT,EMP0450,1,Yes,57,None,8
5,Low,57,Data Scientist,Manufacturing,EMP0451,4,Yes,58,Weekly,32
3,High,36,Data Scientist,Finance,EMP0452,4,No,32,Daily,21
10,Low,32,Data Scientist,Finance,EMP0453,4,Yes,41,Daily,15
10,Medium,32,Marketing,Education,EMP0454,5,No,36,Weekly,10
4,Low,58,Data Scientist,Manufacturing,EMP0455,4,No,51,None,2
1,Low,59,Sales,Retail,EMP0456,4,No,60,Daily,10
2,Medium,22,HR,Healthcare,EMP0457,2,Yes,34,Weekly,28
8,Medium,49,Sales,Manufacturing,EMP0458,2,Yes,33,None,27
3,High,42,Marketing,Consulting,EMP0459,1,No,53,Daily,1
3,Low,20,Sales,Retail,EMP0460,2,Yes,53,None,7
4,Medium,22,Project Manager,IT,EMP0461,2,No,40,None,12
9,Medium,48,Designer,Manufacturing,EMP0462,2,No,36,None,28
3,High,20,Designer,Healthcare,EMP0463,1,No,54,None,27
5,Low,24,HR,IT,EMP0464,3,No,41,Daily,19
2,High,22,Sales,Consulting,EMP0465,1,Yes,55,None,15
2,High,58,Marketing,Finance,EMP0466,5,No,34,None,19
9,Medium,58,Project Manager,IT,EMP0467,2,Yes,43,None,17
7,Medium,27,Project Manager,IT,EMP0468,5,Yes,37,Weekly,26
1,Low,40,HR,Education,EMP0469,4,Yes,37,Weekly,14
3,Low,24,Sales,Finance,EMP0470,1,Yes,57,Daily,1
2,Low,43,Sales,IT,EMP0471,1,No,33,Daily,26
4,High,50,HR,Manufacturing,EMP0472,3,No,51,Daily,14
4,Medium,30,Designer,Manufacturing,EMP0473,5,Yes,50,Weekly,17
2,Medium,35,Sales,Consulting,EMP0474,1,No,35,None,26
5,Low,37,Marketing,Education,EMP0475,4,Yes,40,None,33
5,Low,51,Project Manager,Retail,EMP0476,3,Yes,53,Weekly,7
4,Low,54,Marketing,Manufacturing,EMP0477,4,No,32,Daily,5
1,High,58,Designer,Retail,EMP0478,3,No,56,None,25
5,Low,36,Sales,Finance,EMP0479,2,Yes,55,None,3
1,Low,53,Project Manager,Retail,EMP0480,1,Yes,49,Weekly,2
5,High,56,Software Engineer,Retail,EMP0481,3,No,23,Daily,13
6,Medium,27,Sales,Retail,EMP0482,3,Yes,38,Weekly,8
3,Medium,20,Marketing,Education,EMP0483,2,Yes,23,Weekly,16
8,Low,25,Project Manager,Education,EMP0484,1,No,29,Weekly,21
5,Low,33,Data Scientist,Consulting,EMP0485,1,No,24,None,20
2,Low,35,Software Engineer,Finance,EMP0486,2,No,58,Weekly,12
4,Low,34,Project Manager,Manufacturing,EMP0487,5,No,42,Weekly,1
4,Low,21,Designer,Healthcare,EMP0488,1,No,42,None,32
3,Low,21,Sales,Healthcare,EMP0489,4,Yes,39,Daily,22
3,Medium,29,Designer,Healthcare,EMP0490,2,Yes,45,None,23
5,High,33,Project Manager,IT,EMP0491,4,No,53,None,27
10,High,42,Sales,Finance,EMP0492,2,Yes,43,Weekly,10
5,Medium,38,Designer,Education,EMP0493,2,Yes,24,Weekly,23
5,High,40,Marketing,Finance,EMP0494,2,Yes,44,None,24
7,Medium,24,Software Engineer,Education,EMP0495,5,No,39,Daily,16
2,Low,28,HR,Retail,EMP0496,1,Yes,40,None,19
4,Medium,57,Designer,Education,EMP0497,2,Yes,41,Weekly,14
9,Low,41,Data Scientist,Finance,EMP0498,2,Yes,23,Daily,23
5,Low,40,Software Engineer,Retail,EMP0499,5,No,53,Daily,14
3,Medium,47,Project Manager,Retail,EMP0500,2,Yes,52,Daily,10
4,Low,53,Data Scientist,Consulting,EMP0501,4,No,58,None,7
1,High,27,Data Scientist,Retail,EMP0502,4,No,56,Weekly,25
2,High,33,Software Engineer,Consulting,EMP0503,3,No,34,None,21
5,Low,50,Sales,Healthcare,EMP0504,3,No,36,Daily,22
4,Low,40,Software Engineer,Retail,EMP0505,1,No,50,Daily,29
4,Medium,56,Software Engineer,Education,EMP0506,2,No,41,Daily,14
5,Low,29,Sales,Healthcare,EMP0507,5,Yes,27,None,17
2,Medium,27,Designer,Consulting,EMP0508,2,No,40,None,18
5,Medium,55,HR,Education,EMP0509,2,Yes,33,Daily,27
1,Medium,28,Sales,Finance,EMP0510,4,No,45,Weekly,10
4,Low,59,HR,Manufacturing,EMP0511,3,Yes,39,Weekly,5
5,High,40,Designer,Education,EMP0512,4,Yes,34,Daily,23
5,Low,38,Marketing,IT,EMP0513,4,Yes,40,Daily,27
3,Medium,37,Data Scientist,Education,EMP0514,1,Yes,49,None,6
5,Medium,36,Project Manager,IT,EMP0515,4,Yes,35,None,32
5,Low,55,Designer,Finance,EMP0516,1,No,43,None,20
3,Low,47,HR,IT,EMP0517,3,Yes,59,Daily,32
9,Medium,51,Data Scientist,Healthcare,EMP0518,4,No,60,Weekly,8
2,Low,42,Project Manager,Retail,EMP0519,3,Yes,42,Weekly,29
4,High,45,Designer,Consulting,EMP0520,4,Yes,42,Daily,22
3,Low,46,HR,Finance,EMP0521,5,Yes,37,Daily,8
4,Medium,60,Data Scientist,Finance,EMP0522,3,Yes,60,Daily,33
5,Medium,45,Software Engineer,Retail,EMP0523,4,No,33,Daily,6
3,Medium,33,Project Manager,Consulting,EMP0524,4,Yes,60,Weekly,6
4,Medium,44,Designer,Retail,EMP0525,3,No,58,None,9
2,Low,24,Software Engineer,Finance,EMP0526,1,Yes,25,Weekly,10
5,High,28,Project Manager,Consulting,EMP0527,1,Yes,30,Weekly,26
3,Medium,56,Software Engineer,Healthcare,EMP0528,3,No,28,Weekly,14
1,Medium,22,Project Manager,IT,EMP0529,4,Yes,28,Daily,5
9,High,34,Marketing,Retail,EMP0530,1,No,23,Weekly,15
5,High,34,Software Engineer,Retail,EMP0531,4,No,36,Daily,14
1,High,55,Designer,Retail,EMP0532,1,Yes,50,Daily,16
8,Medium,20,Designer,IT,EMP0533,1,No,57,None,35
1,Low,53,Sales,Healthcare,EMP0534,4,No,44,None,25
5,High,31,Marketing,Healthcare,EMP0535,3,Yes,24,Daily,2
4,High,51,Software Engineer,Education,EMP0536,4,Yes,39,Weekly,32
1,Medium,33,Marketing,IT,EMP0537,1,Yes,57,Daily,28
3,Medium,46,HR,Retail,EMP0538,2,Yes,45,Daily,12
3,Low,32,Marketing,Retail,EMP0539,4,No,35,None,14
3,High,25,Project Manager,Healthcare,EMP0540,1,No,59,Daily,27
4,High,43,Marketing,Retail,EMP0541,4,No,58,Daily,1
3,Medium,42,Data Scientist,Education,EMP0542,5,No,48,Weekly,30
3,Medium,49,Data Scientist,Healthcare,EMP0543,2,No,55,Weekly,8
8,Medium,50,Designer,IT,EMP0544,2,No,60,None,11
0,Low,44,Software Engineer,Finance,EMP0545,3,Yes,60,Daily,20
2,Low,32,HR,IT,EMP0546,5,Yes,23,Weekly,23
1,Medium,51,Designer,Education,EMP0547,3,Yes,28,None,32
5,Medium,51,Marketing,IT,EMP0548,4,Yes,49,Weekly,5
4,Medium,55,Designer,Retail,EMP0549,2,Yes,45,None,18
3,High,26,Project Manager,Retail,EMP0550,5,Yes,22,Daily,35
1,High,58,Designer,Manufacturing,EMP0551,4,Yes,24,Daily,20
1,High,44,Sales,Healthcare,EMP0552,5,No,39,Weekly,28
1,High,39,HR,Manufacturing,EMP0553,2,Yes,27,Daily,29
3,High,39,Project Manager,IT,EMP0554,1,No,38,Weekly,26
2,Low,45,Project Manager,Healthcare,EMP0555,5,Yes,50,Weekly,18
5,High,57,HR,IT,EMP0556,1,No,46,Daily,4
7,Low,48,Designer,Education,EMP0557,1,Yes,46,None,4
3,Low,30,Sales,Manufacturing,EMP0558,5,Yes,28,None,10
4,Medium,27,HR,Manufacturing,EMP0559,4,No,53,Weekly,2
1,Medium,25,Software Engineer,Education,EMP0560,2,Yes,34,Weekly,2
4,High,25,Project Manager,Finance,EMP0561,3,Yes,35,Daily,8
4,Medium,39,HR,Retail,EMP0562,2,Yes,48,Weekly,34
5,Low,31,Sales,Manufacturing,EMP0563,5,No,25,Weekly,31
1,High,23,Software Engineer,Education,EMP0564,4,Yes,54,Weekly,8
1,Low,39,Sales,IT,EMP0565,4,No,37,None,25
2,High,39,Project Manager,Retail,EMP0566,4,No,33,Daily,18
1,Medium,27,Sales,Education,EMP0567,4,Yes,24,None,3
4,High,45,HR,Finance,EMP0568,2,Yes,52,None,35
4,High,23,Project Manager,Retail,EMP0569,4,Yes,22,None,26
2,High,39,Software Engineer,Retail,EMP0570,2,Yes,48,Daily,25
2,High,27,Designer,Manufacturing,EMP0571,2,Yes,48,Weekly,4
9,Medium,27,Sales,Healthcare,EMP0572,2,No,47,Daily,17
4,Medium,33,Software Engineer,Education,EMP0573,2,Yes,51,None,11
1,Medium,44,Marketing,Healthcare,EMP0574,4,No,52,None,19
3,Medium,45,Software Engineer,Consulting,EMP0575,4,Yes,41,None,8
4,Medium,46,Project Manager,Retail,EMP0576,4,Yes,28,None,23
1,High,40,Designer,Retail,EMP0577,1,Yes,44,None,2
4,High,25,Sales,Finance,EMP0578,2,No,50,Weekly,12
1,Low,29,Project Manager,Healthcare,EMP0579,4,No,43,None,35
4,Low,22,HR,IT,EMP0580,4,No,43,Weekly,18
5,High,27,Marketing,Manufacturing,EMP0581,5,Yes,29,Daily,15
3,Medium,59,Marketing,Manufacturing,EMP0582,4,Yes,30,Daily,23
4,Medium,57,HR,Finance,EMP0583,2,Yes,50,Weekly,26
9,Medium,34,HR,Retail,EMP0584,4,No,60,None,2
4,Low,20,Data Scientist,Retail,EMP0585,5,No,31,None,6
1,Low,20,Sales,Education,EMP0586,3,No,43,Daily,13
2,Low,57,Sales,Education,EMP0587,4,Yes,58,Daily,18
9,Low,53,Software Engineer,Education,EMP0588,1,No,56,Daily,27
7,Medium,24,Designer,Finance,EMP0589,4,No,40,Weekly,21
2,Low,40,Designer,Healthcare,EMP0590,1,No,57,Weekly,17
4,Low,49,Project Manager,Healthcare,EMP0591,4,No,31,Daily,6
9,Medium,44,Marketing,Retail,EMP0592,1,Yes,35,Weekly,8
3,Medium,53,Sales,IT,EMP0593,3,Yes,32,Daily,10
2,High,28,Project Manager,Healthcare,EMP0594,3,Yes,31,None,30
3,High,53,Sales,Manufacturing,EMP0595,4,No,53,Daily,3
8,Medium,54,Designer,Consulting,EMP0596,1,Yes,42,None,22
10,Low,23,Designer,IT,EMP0597,1,No,35,Weekly,35
4,High,45,HR,Finance,EMP0598,5,No,58,Daily,19
3,Medium,59,Marketing,Finance,EMP0599,2,Yes,26,Daily,12
6,Low,20,Software Engineer,Retail,EMP0600,4,Yes,45,Weekly,31
9,Low,26,Designer,IT,EMP0601,3,Yes,36,Daily,22
1,High,47,Marketing,Retail,EMP0602,4,No,25,None,34
1,Medium,37,Project Manager,Healthcare,EMP0603,1,No,55,Weekly,11
3,High,25,Data Scientist,Retail,EMP0604,3,Yes,47,Weekly,1
3,High,38,Sales,Retail,EMP0605,2,No,46,Weekly,35
10,High,23,Sales,Education,EMP0606,5,Yes,39,Daily,9
4,Low,49,Designer,Retail,EMP0607,3,Yes,27,None,21
4,High,44,Sales,Healthcare,EMP0608,2,No,35,None,13
1,High,34,Marketing,Education,EMP0609,2,Yes,60,Weekly,10
8,Medium,36,Software Engineer,Finance,EMP0610,2,Yes,33,Weekly,13
4,High,44,Marketing,Healthcare,EMP0611,2,Yes,45,Weekly,30
9,Medium,27,HR,IT,EMP0612,4,No,26,Daily,6
5,Medium,54,Marketing,Consulting,EMP0613,3,No,25,None,35
8,High,46,Sales,Finance,EMP0614,2,Yes,57,None,8
3,Medium,60,Sales,Finance,EMP0615,3,No,38,Daily,20
3,Medium,27,Sales,Retail,EMP0616,5,No,50,None,30
8,Medium,45,Marketing,Healthcare,EMP0617,5,No,38,None,34
4,High,36,Sales,Education,EMP0618,4,No,56,Weekly,10
4,Low,42,Software Engineer,Retail,EMP0619,1,No,54,Daily,26
4,High,27,HR,Consulting,EMP0620,4,No,27,Weekly,14
3,High,28,Software Engineer,Education,EMP0621,3,No,29,None,21
1,Low,56,Project Manager,IT,EMP0622,1,Yes,34,Weekly,30
5,Medium,22,Designer,IT,EMP0623,5,No,25,None,11
1,High,23,Designer,Manufacturing,EMP0624,4,Yes,35,None,23
-1,High,53,HR,Manufacturing,EMP0625,3,Yes,48,Weekly,1
1,Low,38,Project Manager,Finance,EMP0626,3,No,28,None,20
3,Medium,47,Software Engineer,Finance,EMP0627,3,Yes,23,None,1
1,Low,51,Marketing,Consulting,EMP0628,1,Yes,34,Daily,31
3,High,48,Data Scientist,Retail,EMP0629,1,Yes,53,Daily,28
7,Low,28,Designer,Healthcare,EMP0630,5,Yes,52,None,11
10,Low,49,Project Manager,Healthcare,EMP0631,2,No,29,Weekly,18
4,Medium,56,Designer,Finance,EMP0632,1,Yes,53,None,13
1,High,38,Sales,Finance,EMP0633,4,Yes,42,None,7
9,Low,46,Marketing,Healthcare,EMP0634,1,No,35,Weekly,26
3,High,32,Project Manager,Healthcare,EMP0635,4,No,42,Daily,7
9,High,52,Software Engineer,Retail,EMP0636,1,No,45,Daily,16
3,Low,48,Sales,Finance,EMP0637,2,Yes,24,None,16
4,High,38,Software Engineer,Manufacturing,EMP0638,5,No,40,Weekly,19
1,High,25,Software Engineer,Finance,EMP0639,3,Yes,52,Daily,16
2,Low,27,Sales,Manufacturing,EMP0640,2,Yes,55,None,20
5,High,28,Data Scientist,Finance,EMP0641,1,No,38,None,31
1,Low,36,Designer,Retail,EMP0642,2,Yes,50,Daily,15
4,Medium,53,Marketing,Retail,EMP0643,4,Yes,36,None,31
4,Medium,54,Project Manager,Education,EMP0644,4,Yes,36,None,20
5,Medium,39,Sales,IT,EMP0645,3,Yes,34,Weekly,26
5,Medium,47,Designer,Consulting,EMP0646,3,Yes,55,None,16
4,High,60,HR,Consulting,EMP0647,4,Yes,37,None,14
4,Low,37,Designer,Finance,EMP0648,3,No,39,Weekly,29
5,Low,33,Marketing,IT,EMP0649,4,No,41,Weekly,13
3,Low,27,Sales,Consulting,EMP0650,4,No,58,Weekly,31
5,Low,39,Software Engineer,Consulting,EMP0651,2,Yes,25,Daily,1
5,Medium,45,HR,Retail,EMP0652,4,Yes,26,Weekly,9
9,Low,57,Project Manager,Education,EMP0653,4,No,23,Daily,21
3,High,27,Data Scientist,IT,EMP0654,2,Yes,45,Daily,5
1,High,44,Software Engineer,Retail,EMP0655,2,Yes,55,Weekly,1
4,High,25,Designer,Education,EMP0656,5,Yes,23,None,1
4,Medium,46,Software Engineer,Education,EMP0657,3,No,27,Daily,14
2,Low,51,Marketing,Consulting,EMP0658,5,Yes,33,None,12
3,Low,55,HR,Retail,EMP0659,4,Yes,54,Weekly,32
3,High,54,Software Engineer,Retail,EMP0660,5,Yes,47,Daily,9
8,High,34,Software Engineer,IT,EMP0661,4,Yes,48,None,3
9,Low,32,Designer,Retail,EMP0662,2,Yes,35,None,2
8,Low,23,Software Engineer,Retail,EMP0663,4,No,43,Daily,32
5,High,22,Sales,Retail,EMP0664,1,No,43,Daily,23
3,High,36,Marketing,Consulting,EMP0665,2,Yes,46,Daily,25
1,Low,50,Project Manager,Retail,EMP0666,4,No,38,Weekly,29
2,High,36,HR,Retail,EMP0667,4,Yes,22,Weekly,11
3,Medium,39,Data Scientist,Finance,EMP0668,5,No,41,Weekly,33
3,Medium,32,Sales,Education,EMP0669,4,Yes,50,Weekly,31
2,Low,53,Marketing,Manufacturing,EMP0670,2,No,50,Daily,12
8,Medium,57,Software Engineer,Education,EMP0671,1,Yes,42,Weekly,5
2,High,25,Designer,Retail,EMP0672,4,Yes,22,Weekly,27
4,Medium,25,Sales,IT,EMP0673,2,Yes,60,None,6
2,Low,25,Sales,Manufacturing,EMP0674,4,No,58,Weekly,2
10,High,52,HR,IT,EMP0675,3,No,32,Daily,33
2,Medium,44,Sales,Manufacturing,EMP0676,4,Yes,32,Daily,6
7,High,27,Sales,Healthcare,EMP0677,5,No,44,Daily,20
2,Medium,37,Software Engineer,Retail,EMP0678,2,Yes,42,Weekly,30
9,Medium,39,HR,IT,EMP0679,2,Yes,25,None,33
4,Medium,40,Data Scientist,Consulting,EMP0680,5,No,43,Weekly,32
-1,High,60,Project Manager,Finance,EMP0681,4,No,39,Daily,1
2,Medium,53,Data Scientist,IT,EMP0682,3,Yes,53,Daily,10
4,Medium,35,Sales,Consulting,EMP0683,1,Yes,30,None,1
2,Medium,44,Sales,Manufacturing,EMP0684,4,No,40,None,21
9,Medium,60,Data Scientist,IT,EMP0685,2,No,53,None,28
3,High,27,Sales,Finance,EMP0686,2,Yes,59,None,4
1,Low,39,Data Scientist,Healthcare,EMP0687,5,No,39,Weekly,20
2,Low,31,Data Scientist,IT,EMP0688,1,No,57,Daily,31
2,High,25,Marketing,Education,EMP0689,3,Yes,57,Daily,11
4,Medium,21,Software Engineer,Education,EMP0690,4,Yes,45,Weekly,5
3,Medium,49,Marketing,Finance,EMP0691,4,Yes,31,None,16
5,Low,54,Designer,Retail,EMP0692,4,No,44,Daily,6
3,Medium,56,HR,Finance,EMP0693,5,No,47,Daily,23
1,Low,57,HR,Retail,EMP0694,1,Yes,54,Daily,16
4,Low,43,Software Engineer,Healthcare,EMP0695,1,Yes,48,Weekly,18
3,Medium,59,Marketing,Retail,EMP0696,4,No,58,None,3
1,Medium,44,HR,IT,EMP0697,3,No,29,Weekly,29
2,High,24,Project Manager,Manufacturing,EMP0698,4,No,43,Weekly,21
5,Medium,60,Designer,Retail,EMP0699,4,No,53,Daily,17
9,High,28,Data Scientist,Finance,EMP0700,3,No,43,Weekly,12
6,Medium,42,Designer,Consulting,EMP0701,1,No,47,Daily,18
3,High,26,Designer,Finance,EMP0702,5,No,26,None,25
9,Medium,28,HR,Healthcare,EMP0703,5,Yes,57,Weekly,23
2,Medium,45,Project Manager,Manufacturing,EMP0704,5,Yes,36,None,1
3,Low,37,Marketing,IT,EMP0705,1,No,26,None,5
4,Low,31,Designer,Retail,EMP0706,1,Yes,47,None,4
4,Medium,22,Software Engineer,Consulting,EMP0707,2,No,59,None,7
3,Medium,48,Project Manager,Consulting,EMP0708,3,Yes,59,Weekly,35
2,Low,55,Designer,Education,EMP0709,5,No,40,None,7
4,High,60,Project Manager,IT,EMP0710,1,Yes,31,None,3
5,High,40,HR,Education,EMP0711,2,No,37,None,14
4,Low,30,Software Engineer,Retail,EMP0712,1,Yes,54,Daily,8
3,High,54,Designer,Finance,EMP0713,5,No,43,Weekly,2
9,High,44,Sales,IT,EMP0714,2,No,24,Daily,7
3,Medium,43,Software Engineer,Manufacturing,EMP0715,1,Yes,29,None,19
5,High,35,Designer,Consulting,EMP0716,2,Yes,41,Daily,11
3,High,27,Software Engineer,Finance,EMP0717,2,No,51,None,7
1,Medium,57,Software Engineer,Healthcare,EMP0718,2,No,38,Weekly,23
4,High,35,Data Scientist,Healthcare,EMP0719,3,Yes,56,None,4
1,Low,26,Designer,Consulting,EMP0720,1,Yes,41,None,30
4,Medium,38,Designer,Healthcare,EMP0721,3,Yes,28,Weekly,15
1,Low,54,HR,Consulting,EMP0722,5,No,49,None,1
5,Medium,37,Marketing,Manufacturing,EMP0723,5,Yes,49,None,27
4,Low,35,Software Engineer,Finance,EMP0724,1,Yes,55,Daily,16
8,High,51,Software Engineer,IT,EMP0725,5,Yes,60,None,12
3,Medium,56,Sales,Healthcare,EMP0726,3,No,45,Weekly,12
3,Medium,59,Sales,Healthcare,EMP0727,5,No,41,Weekly,10
3,Low,28,Data Scientist,Manufacturing,EMP0728,5,No,52,Daily,1
5,Medium,51,Designer,Finance,EMP0729,1,Yes,60,Daily,32
2,Medium,45,Project Manager,Consulting,EMP0730,3,Yes,53,Weekly,19
2,High,23,Designer,Education,EMP0731,1,Yes,42,Daily,13
4,High,34,Data Scientist,Education,EMP0732,2,Yes,43,Weekly,14
3,Medium,34,Designer,IT,EMP0733,2,Yes,43,None,11
4,High,31,Software Engineer,Retail,EMP0734,3,Yes,40,None,3
1,Medium,35,Designer,Retail,EMP0735,1,No,49,Weekly,30
2,Low,32,Marketing,Manufacturing,EMP0736,2,Yes,24,Weekly,5
4,Medium,45,Software Engineer,Finance,EMP0737,5,No,30,Daily,12
5,High,45,HR,Education,EMP0738,1,No,55,Daily,27
2,Low,37,Project Manager,Retail,EMP0739,2,Yes,28,Weekly,21
3,Medium,41,Sales,Manufacturing,EMP0740,2,No,42,None,17
9,Medium,59,Designer,Finance,EMP0741,2,No,60,Daily,35
2,High,32,Marketing,Manufacturing,EMP0742,4,No,42,None,10
4,Medium,40,Marketing,Consulting,EMP0743,1,Yes,55,None,14
9,High,39,Software Engineer,Healthcare,EMP0744,4,Yes,53,None,19
2,Medium,60,HR,Healthcare,EMP0745,5,No,46,Weekly,30
8,Medium,28,Designer,Healthcare,EMP0746,1,No,26,Weekly,18
5,Medium,32,HR,IT,EMP0747,2,No,53,Daily,1
9,High,56,HR,Finance,EMP0748,5,Yes,29,Weekly,30
9,High,23,Project Manager,Finance,EMP0749,5,Yes,43,Daily,23
10,Low,51,Sales,IT,EMP0750,5,No,22,None,18
9,Medium,32,Data Scientist,IT,EMP0751,4,Yes,51,Daily,22
2,Medium,35,Designer,Healthcare,EMP0752,4,No,33,None,23
4,Medium,54,Data Scientist,Healthcare,EMP0753,3,No,43,Daily,26
9,High,44,Data Scientist,Education,EMP0754,3,No,56,None,33
9,Low,36,Designer,Consulting,EMP0755,3,Yes,59,Daily,17
3,Medium,24,Marketing,Manufacturing,EMP0756,3,Yes,47,Weekly,11
5,Low,24,Software Engineer,Retail,EMP0757,2,No,49,Daily,19
4,Low,32,Designer,Manufacturing,EMP0758,1,No,35,None,26
1,Medium,21,Software Engineer,Education,EMP0759,3,No,58,None,15
1,Medium,20,HR,Healthcare,EMP0760,2,Yes,36,Weekly,12
1,High,59,Data Scientist,IT,EMP0761,1,Yes,22,Weekly,13
1,High,44,Project Manager,IT,EMP0762,2,Yes,33,None,26
5,Low,57,Marketing,Retail,EMP0763,4,Yes,56,Weekly,6
4,Medium,56,Software Engineer,Finance,EMP0764,3,Yes,29,Weekly,31
1,Medium,51,Software Engineer,Education,EMP0765,3,Yes,39,None,5
1,High,23,Designer,Retail,EMP0766,4,Yes,33,None,24
2,Low,34,Marketing,Retail,EMP0767,2,No,41,Weekly,20
3,Medium,45,Marketing,Consulting,EMP0768,2,Yes,40,Daily,3
9,Low,50,Software Engineer,Healthcare,EMP0769,2,Yes,36,Weekly,8
5,Medium,27,Project Manager,Healthcare,EMP0770,2,No,40,Daily,9
9,Low,60,Marketing,IT,EMP0771,2,Yes,33,Daily,3
9,Medium,45,Designer,Education,EMP0772,5,No,30,Weekly,23
1,Low,41,Marketing,Healthcare,EMP0773,1,No,40,Daily,8
9,Medium,25,Project Manager,Manufacturing,EMP0774,1,Yes,58,Daily,26
3,High,40,Project Manager,Education,EMP0775,2,No,45,Daily,6
2,Medium,58,Sales,Healthcare,EMP0776,3,Yes,40,Weekly,9
5,Medium,36,Designer,Consulting,EMP0777,5,Yes,38,None,20
4,Medium,38,Marketing,Finance,EMP0778,4,No,55,Daily,12
4,Medium,21,Project Manager,Manufacturing,EMP0779,1,Yes,29,Weekly,30
3,High,59,Designer,Retail,EMP0780,3,Yes,31,Daily,6
