Work_Life_Balance_Rating,Industry,Gender,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Satisfaction_with_Remote_Work,Social_Isolation_Rating,Age
3,IT,Non-binary,20,5,Satisfied,10,95
3,Healthcare,Male,53,10,Unsatisfied,4,44
5,Healthcare,Non-binary,31,5,Unsatisfied,3,24
1,Education,Prefer not to say,51,4,Neutral,10,39
5,IT,Male,33,1,Neutral,1,57
3,Retail,Prefer not to say,46,3,Unsatisfied,2,45
3,Reta.,Female,32,3,Satisfied,7,35
4,Healthcare,Prefer not to say,79,1,Neutral,1,59
2,Retail,Prefer not to say,43,4,Neutral,4,58
4,Education,Male,42,3,Unsatisfied,9,48
5,Healthcare,Prefer not to say,49,5,Satisfied,2,55
3,IT,Male,50,5,Unsatisfied,2,60
1,Finance,Prefer not to say,44,3,Unsatisfied,3,60
4,IT,Non-binary,32,9,Unsatisfied,5,23
3,Education,Male,51,5,Satisfied,3,28
3,IT,Female,51,5,Unsatisfied,4,77
4,R.,Male,55,4,Unsatisfied,9,45
3,Retail,Male,26,3,Neutral,5,22
2,Manufacturing,Female,58,1,Unsatisfied,4,24
3,Healthcare,Male,44,1,Satisfied,5,39
4,Manufacturing,Non-binary,39,1,Satisfied,2,27
4,IT,Male,39,3,Neutral,1,38
5,Healthcare,Female,45,2,Unsatisfied,8,50
4,IT,Non-binary,57,8,Satisfied,1,46
1,Education,Prefer not to say,81,3,Neutral,1,46
3,Manufacturing,Prefer not to say,30,3,Unsatisfied,5,28
3,Manufacturing,Prefer not to say,27,4,Satisfied,4,53
5,Education,Female,92,1,Neutral,2,34
5,Finance,Female,82,4,Unsatisfied,3,77
2,Retail,Prefer not to say,39,10,Satisfied,9,48
5,Manufacturing,Male,31,5,Unsatisfied,9,25
2,Education,Prefer not to say,23,1,Neutral,8,54
4,1T,Male,39,1,Satisfied,4,37
2,Retail,Male,39,5,Satisfied,4,83
1,Education,Female,27,1,Satisfied,4,24
5,Finance,Prefer not to say,45,4,Satisfied,2,52
5,Retail,Male,95,4,Neutral,4,22
1,Retail,Prefer not to say,39,2,Unsatisfied,2,48
2,Manufacturing,Male,27,2,Satisfied,2,86
3,Healthcare,Female,27,3,Satisfied,2,47
1,Education,Male,33,4,Unsatisfied,2,51
2,Healthcare,Male,95,1,Neutral,4,52
4,Consulting,Female,45,3,Satisfied,4,41
2,Re.,Male,46,4,Satisfied,4,28
3,Retail,Prefer not to say,40,5,Unsatisfied,1,44
4,Finance,Non-binary,25,4,Satisfied,9,50
3,Healthcare,Prefer not to say,98,1,Unsatisfied,4,43
4,IT,Male,88,4,Neutral,4,43
5,Manufacturing,Prefer not to say,27,5,Satisfied,5,81
5,Manufacturing,Prefer not to say,59,3,Unsatisfied,9,30
1,Finance,Prefer not to say,57,10,Unsatisfied,9,50
1,Retail,Male,34,1,Neutral,4,60
1,Retail,Prefer not to say,20,4,Neutral,5,31
3,Education,Female,20,1,Neutral,3,43
5,Education,Female,57,2,Unsatisfied,4,58
3,Education,Prefer not to say,53,2,Satisfied,1,56
5,Finance,Non-binary,24,5,Satisfied,4,40
4,Healthcare,Female,92,2,Satisfied,1,57
5,9P_Healthcare,Male,86,4,Unsatisfied,4,31
3,Retail,Female,44,5,Neutral,1,92
2,IT,Prefer not to say,53,3,Unsatisfied,3,32
5,Healthcare,Prefer not to say,28,3,Neutral,8,31
1,ibDv_Manufacturing,Prefer not to say,53,3,Unsatisfied,4,53
2,Consulting,Prefer not to say,54,1,Unsatisfied,1,42
5,IT,Male,23,5,Unsatisfied,1,35
4,Finance,Female,45,4,Unsatisfied,5,58
5,Finance,Female,81,3,Neutral,2,26
1,Retail,Non-binary,20,5,Neutral,4,45
1,I.,Male,26,1,Neutral,3,36
3,Retail,Non-binary,47,8,Neutral,4,85
1,Healthcare,Prefer not to say,37,1,Satisfied,8,55
3,Retail,Female,25,3,Satisfied,3,47
4,Retail,Female,38,3,Satisfied,2,46
1,Education,Prefer not to say,23,4,Unsatisfied,10,39
5,Retail,Male,49,4,Satisfied,3,27
3,Healthcare,Prefer not to say,44,2,Neutral,2,95
3,Education,Female,34,1,Unsatisfied,2,60
5,Finance,Female,36,5,Satisfied,2,33
4,Healthcare,Prefer not to say,44,3,Unsatisfied,2,45
3,IT,Male,27,1,Neutral,4,26
4,Co.,Male,54,3,Satisfied,3,25
2,Finance,Female,46,4,Unsatisfied,2,57
4,Finance,Prefer not to say,60,3,Unsatisfied,3,38
3,Retail,Non-binary,97,4,Unsatisfied,5,50
1,Healthcare,Male,45,2,Satisfied,9,38
4,Education,Male,89,4,Unsatisfied,4,56
2,Retail,Non-binary,42,4,Satisfied,8,54
5,Consulting,Prefer not to say,27,4,Unsatisfied,4,95
3,Education,Non-binary,28,3,Neutral,3,85
5,IT,Non-binary,56,1,Unsatisfied,1,34
5,IT.,Prefer not to say,22,5,Neutral,5,25
5,Manufacturing,Male,23,1,Unsatisfied,4,35
4,Manufacturing,Female,53,2,Satisfied,3,80
1,Finance,Female,38,1,Unsatisfied,3,79
2,Finance,Non-binary,47,3,Satisfied,3,23
1,Co.,Non-binary,51,1,Unsatisfied,1,34
1,Retail,Prefer not to say,48,3,Satisfied,9,53
4,Healthcare,Prefer not to say,28,4,Unsatisfied,8,52
5,Healthcare,Male,49,4,Satisfied,2,29
2,Finance,Female,88,4,Unsatisfied,1,53
3,Finance,Male,38,8,Unsatisfied,4,42
3,Healthcare,Male,46,1,Neutral,1,93
1,Healthcare,Non-binary,32,3,Unsatisfied,4,42
2,3_Retail,Male,52,2,Neutral,1,45
1,Finance,Male,48,3,Unsatisfied,8,24
3,Manufacturing,Female,38,4,Unsatisfied,10,40
3,Finance,Non-binary,25,1,Satisfied,3,90
5,Manufacturing,Male,27,2,Satisfied,2,55
2,Finance,Non-binary,28,5,Unsatisfied,1,38
5,Retail,Male,36,1,Satisfied,2,50
1,R.,Male,53,4,Neutral,4,36
3,Education,Female,54,2,Satisfied,4,36
3,IT,Male,39,5,Satisfied,3,34
1,Consulting,Male,47,5,Unsatisfied,3,55
3,f4_Consulting,Prefer not to say,60,4,Satisfied,4,37
3,Finance,Female,37,4,Satisfied,3,39
3,IT,Female,33,5,Satisfied,4,41
5,Consulting,Male,27,3,Satisfied,4,58
4,Consulting,Female,39,5,Unsatisfied,2,25
2,Retail,Male,45,5,Satisfied,9,26
1,Education,Male,57,9,Unsatisfied,4,23
3,IT,Male,27,5,Neutral,2,45
2,Retail,Male,44,1,Satisfied,2,55
5,Education,Male,25,4,Neutral,5,23
1,Education,Female,46,4,Unsatisfied,3,27
1,Consulting,Male,51,2,Neutral,5,33
5,Retail,Non-binary,55,4,Satisfied,4,54
4,Retail,Non-binary,87,3,Neutral,5,47
3,IT,Prefer not to say,34,3,Satisfied,4,48
1,Retail,Female,32,1,Satisfied,2,35
5,Retail,Male,23,5,Satisfied,4,78
1,Retail,Female,22,5,Unsatisfied,9,43
1,Consulting,Prefer not to say,36,3,Unsatisfied,7,46
5,Retail,Non-binary,50,1,Neutral,4,38
5,VnQC_Retail,Female,36,2,Neutral,4,75
4,Finance,Non-binary,39,3,Neutral,5,41
5,Education,Male,89,4,Unsatisfied,4,50
2,Manufacturing,Prefer not to say,53,2,Neutral,2,50
5,Education,Prefer not to say,81,4,Unsatisfied,1,42
4,Retail,Non-binary,25,2,Satisfied,9,22
3,IT,Female,25,1,Unsatisfied,2,60
2,Manufacturing,Prefer not to say,25,2,Neutral,4,58
4,IT,Non-binary,52,10,Satisfied,3,32
2,LE_Manufacturing,Male,44,2,Unsatisfied,4,32
1,m_Healthcare,Female,27,5,Neutral,5,44
2,Retail,Prefer not to say,37,3,Neutral,8,42
3,IT,Prefer not to say,39,3,Satisfied,2,25
4,Consulting,Male,40,1,Unsatisfied,5,43
5,Finance,Male,60,3,Satisfied,4,39
4,IT,Prefer not to say,53,4,Neutral,3,53
5,Consulting,Prefer not to say,35,4,Satisfied,1,30
4,Manufacturing,Non-binary,44,2,Neutral,4,97
1,IT,Prefer not to say,60,2,Satisfied,2,53
2,Finance,Male,27,4,Unsatisfied,2,59
4,Healthcare,Prefer not to say,39,2,Unsatisfied,5,39
3,IT,Non-binary,31,1,Satisfied,1,57
4,Education,Male,25,2,Neutral,3,57
1,Education,Prefer not to say,21,4,Satisfied,4,45
3,Finance,Prefer not to say,49,10,Satisfied,4,31
3,Retail,Female,54,5,Neutral,4,44
5,Finance,Non-binary,56,8,Unsatisfied,5,47
5,Retail,Non-binary,57,1,Unsatisfied,1,54
3,Healthcare,Male,43,1,Unsatisfied,8,48
5,Retail,Male,59,3,Neutral,4,58
1,IT,Male,44,1,Satisfied,3,29
1,manufacture,Female,24,2,Neutral,4,43
3,Retail,Male,60,9,Unsatisfied,4,53
3,Finance,Prefer not to say,28,5,Satisfied,3,43
3,Consulting,Non-binary,42,3,Satisfied,1,47
2,Finance,Non-binary,26,3,Neutral,5,26
1,Healthcare,Non-binary,28,7,Unsatisfied,5,57
1,Manufacturing,Male,45,4,Neutral,9,93
2,IT,Male,37,8,Satisfied,1,26
3,Retail,Female,98,2,Satisfied,1,47
2,Consulting,Female,22,4,Neutral,2,59
4,Consulting,Male,48,1,Unsatisfied,3,59
3,Education,Prefer not to say,55,4,Neutral,5,40
4,IT,Female,60,1,Satisfied,1,84
3,cV_Education,Prefer not to say,40,5,Satisfied,2,37
4,Retail,Prefer not to say,30,4,Neutral,8,54
3,Finance,Male,54,3,Neutral,5,43
1,IT,Female,44,5,Neutral,2,24
5,Manufacturing,Male,43,5,Satisfied,1,29
4,Consulting,Prefer not to say,35,5,Unsatisfied,2,41
1,Finance,Male,27,3,Unsatisfied,2,87
3,Healthcare,Non-binary,57,1,Neutral,2,38
2,He.,Male,35,7,Satisfied,3,76
5,Consulting,Non-binary,26,1,Satisfied,1,41
2,Healthcare,Male,38,4,Unsatisfied,3,28
5,Consulting,Prefer not to say,54,1,Neutral,5,49
4,Manufacturing,Male,37,9,Neutral,5,49
2,Finance,Non-binary,35,4,Unsatisfied,1,55
2,IT,Prefer not to say,51,5,Satisfied,5,60
4,Healthcare,Female,79,3,Unsatisfied,3,45
1,Healthcare,Male,59,3,Unsatisfied,5,41
3,Manufacturing,Female,28,1,Unsatisfied,5,52
2,Finance,Prefer not to say,51,5,Neutral,1,60
1,Consulting,Non-binary,45,2,Satisfied,3,53
4,Education,Prefer not to say,23,2,Unsatisfied,8,42
2,Education,Prefer not to say,34,4,Neutral,2,80
3,IT,Male,34,3,Unsatisfied,2,43
5,Retail,Female,31,4,Satisfied,3,40
3,R.,Male,35,1,Satisfied,1,49
5,Manufacturing,Male,32,2,Satisfied,2,24
4,Finan.,Prefer not to say,45,4,Satisfied,5,30
4,9n5J_Education,Prefer not to say,45,5,Unsatisfied,1,55
5,Retail,Prefer not to say,37,2,Satisfied,2,96
3,Manufacturing,Prefer not to say,41,3,Satisfied,2,42
1,Finance,Non-binary,59,3,Satisfied,2,60
3,Manufacturing,Female,32,2,Satisfied,4,89
5,Consulting,Male,40,4,Unsatisfied,1,55
2,Healthcare,Non-binary,39,2,Satisfied,4,53
1,Hea.,Male,60,2,Satisfied,5,46
4,Healthcare,Non-binary,28,2,Satisfied,1,95
1,IT,Male,32,5,Unsatisfied,2,53
2,Finance,Male,56,4,Satisfied,5,29
1,Finance,Female,23,1,Satisfied,5,43
4,IT,Male,51,5,Unsatisfied,8,22
3,IT,Non-binary,32,8,Neutral,4,51
5,Healthcare,Prefer not to say,35,2,Unsatisfied,4,91
5,Healthcare,Female,54,1,Satisfied,9,43
2,Education,Female,44,4,Satisfied,3,56
1,C.,Prefer not to say,36,4,Unsatisfied,3,59
1,Manufacturing,Male,24,3,Satisfied,3,47
2,Retail,Male,24,5,Unsatisfied,2,49
3,Manufacturing,Non-binary,32,4,Neutral,1,35
5,vD0_Education,Non-binary,21,7,Neutral,3,58
5,Healthcare,Male,99,7,Neutral,2,36
2,IT,Female,59,1,Neutral,1,22
1,1T,Male,44,1,Unsatisfied,2,33
3,Retail,Male,57,5,Neutral,4,56
1,Finance,Non-binary,56,4,Neutral,3,29
1,Education,Male,51,3,Neutral,3,39
2,Retail,Male,23,1,Neutral,4,33
5,Retail,Non-binary,34,1,Satisfied,2,79
2,Consulting,Female,45,3,Neutral,2,87
4,Healthcare,Male,50,1,Satisfied,2,36
5,Healthcare,Non-binary,27,5,Neutral,8,40
4,IT,Female,60,10,Neutral,2,33
1,Education,Prefer not to say,45,2,Satisfied,5,30
3,Healthcare,Non-binary,41,1,Satisfied,1,40
1,Manufacturing,Female,25,3,Unsatisfied,1,58
2,Education,Female,40,3,Unsatisfied,2,45
1,Healthcare,Female,58,2,Satisfied,3,40
5,Consulting,Male,36,5,Unsatisfied,5,94
2,NW_Finance,Female,38,4,Satisfied,9,55
5,Manufacturing,Male,21,4,Neutral,1,29
3,Retail,Male,59,1,Unsatisfied,3,31
2,Finance,Non-binary,47,5,Satisfied,3,89
3,IT,Non-binary,21,5,Neutral,1,40
1,Consulting,Non-binary,26,4,Satisfied,1,24
2,H_Manufacturing,Non-binary,58,3,Unsatisfied,2,30
3,IT,Prefer not to say,42,3,Satisfied,3,28
3,Education,Prefer not to say,30,2,Neutral,5,46
4,Healthcare,Prefer not to say,46,2,Satisfied,1,22
3,Healthcare,Non-binary,48,5,Neutral,3,22
2,Healthcare,Non-binary,38,4,Satisfied,2,25
5,Finance,Prefer not to say,26,2,Satisfied,5,26
5,Manufacturing,Non-binary,59,1,Neutral,2,46
1,lqsp_Healthcare,Non-binary,24,2,Unsatisfied,8,46
1,IT,Prefer not to say,50,5,Satisfied,2,60
2,Consulting,Male,53,3,Neutral,3,55
5,Education,Prefer not to say,48,1,Satisfied,4,95
4,IT,Female,39,1,Unsatisfied,4,42
3,Ubha_Finance,Non-binary,42,4,Unsatisfied,5,30
4,IT,Male,50,1,Unsatisfied,4,58
4,Education,Male,59,4,Satisfied,3,46
1,Consulting,Female,20,3,Unsatisfied,3,36
5,Manufacturing,Female,32,4,Satisfied,5,46
2,Manufacturing,Male,45,4,Unsatisfied,8,24
5,Education,Male,45,5,Satisfied,2,27
1,IT,Prefer not to say,39,5,Unsatisfied,5,95
4,Retail,Non-binary,32,4,Neutral,5,40
5,Retail,Male,59,5,Unsatisfied,4,46
5,Healthcare,Prefer not to say,38,1,Neutral,2,45
5,Education,Prefer not to say,24,5,Unsatisfied,5,58
4,Retail,Female,38,1,Neutral,7,33
3,Manufacturing,Prefer not to say,36,3,Satisfied,4,41
5,IT,Non-binary,56,3,Unsatisfied,4,42
5,Healthc.,Non-binary,35,5,Neutral,4,34
5,Consulting,Non-binary,22,5,Unsatisfied,2,25
5,Retail,Female,40,2,Neutral,2,87
1,Manufacturing,Female,22,3,Neutral,2,58
5,Manufacturing,Prefer not to say,41,4,Unsatisfied,3,39
4,Retail,Non-binary,96,3,Unsatisfied,1,35
2,Retail,Non-binary,57,1,Satisfied,2,28
3,Education,Male,51,2,Neutral,3,35
4,Healthcare,Male,20,10,Neutral,4,59
2,IT,Prefer not to say,56,3,Satisfied,1,52
3,Man.,Male,27,3,Unsatisfied,1,52
3,Healthcare,Non-binary,29,8,Neutral,2,51
5,Retail,Female,52,2,Neutral,2,42
4,Healthcare,Prefer not to say,45,5,Neutral,5,48
5,Retail,Female,58,3,Satisfied,4,24
4,Retail,Prefer not to say,88,5,Satisfied,2,45
4,IT,Female,97,2,Satisfied,2,94
3,Healthcare,Prefer not to say,59,3,Neutral,4,50
4,Healthcare,Non-binary,40,2,Unsatisfied,3,46
1,IT,Prefer not to say,59,1,Unsatisfied,9,43
4,Manufacturing,Female,58,4,Neutral,1,30
2,IT,Male,52,3,Satisfied,1,24
3,Consulting,Female,57,1,Unsatisfied,3,43
5,d_Manufacturing,Male,22,5,Satisfied,2,94
5,IT,Non-binary,25,5,Neutral,3,87
1,Finance,Non-binary,57,9,Satisfied,1,46
3,Finance,Prefer not to say,55,2,Neutral,2,50
4,Retail,Female,51,4,Neutral,2,54
1,Retail,Prefer not to say,32,1,Unsatisfied,3,31
5,Education,Non-binary,47,5,Unsatisfied,3,51
3,Manufacturing,Non-binary,42,2,Satisfied,5,51
2,Finance,Prefer not to say,56,9,Neutral,4,41
2,Education,Prefer not to say,40,3,Unsatisfied,1,60
1,Healthcare,Prefer not to say,36,5,Unsatisfied,4,27
5,Finance,Male,31,1,Unsatisfied,3,39
5,Retail,Prefer not to say,42,5,Neutral,3,57
5,IT,Prefer not to say,34,1,Unsatisfied,1,32
3,Consulting,Non-binary,56,2,Neutral,4,42
2,Manufa.,Non-binary,85,1,Neutral,4,96
1,V1_Finance,Prefer not to say,79,4,Neutral,4,80
3,IT,Male,31,1,Satisfied,2,25
2,Healthcare,Female,21,1,Neutral,2,59
1,Finance,Prefer not to say,58,4,Neutral,4,28
1,IT,Female,29,1,Satisfied,3,89
1,g_Manufacturing,Non-binary,56,1,Unsatisfied,4,45
1,Healthcare,Male,48,10,Satisfied,3,37
1,Manufacturing,Non-binary,60,4,Unsatisfied,3,27
5,Retail,Female,26,4,Neutral,3,46
1,IT,Prefer not to say,21,2,Satisfied,3,83
3,Healthcare,Prefer not to say,20,9,Unsatisfied,3,35
1,Fin.,Male,58,4,Neutral,3,32
3,Retail,Female,97,1,Neutral,5,36
2,Healthcare,Non-binary,43,1,Satisfied,4,24
3,Healthcare,Female,43,4,Unsatisfied,3,58
2,Consulting,Non-binary,28,3,Unsatisfied,5,53
3,Consulting,Prefer not to say,24,1,Unsatisfied,4,35
4,Education,Prefer not to say,51,1,Unsatisfied,2,26
1,Healthcare,Non-binary,29,1,Neutral,2,50
3,Manufacturing,Non-binary,55,4,Neutral,3,33
5,Finan.,Female,40,1,Unsatisfied,5,30
1,Finance,Non-binary,43,8,Satisfied,3,60
1,Education,Female,29,2,Neutral,5,59
1,Healthcare,Non-binary,48,1,Neutral,4,57
4,Manufacturing,Prefer not to say,38,3,Neutral,4,47
3,Consulting,Prefer not to say,42,8,Satisfied,4,37
3,Retail,Non-binary,34,2,Satisfied,2,37
3,Consulting,Male,48,4,Neutral,1,35
4,Manufacturing,Non-binary,57,4,Satisfied,3,49
5,Retail,Female,59,9,Unsatisfied,4,42
2,Education,Non-binary,30,4,Satisfied,2,53
5,IT,Male,87,5,Unsatisfied,4,29
1,Education,Female,21,5,Unsatisfied,9,31
1,Retail,Non-binary,23,1,Unsatisfied,8,83
2,Consulting,Male,53,2,Unsatisfied,3,57
1,F.,Non-binary,30,2,Unsatisfied,8,59
5,Retail,Female,60,2,Neutral,4,51
2,Consu.,Female,50,5,Neutral,2,30
4,1T,Prefer not to say,31,4,Unsatisfied,3,46
4,Manufacturing,Female,49,5,Satisfied,2,39
4,Consulting,Prefer not to say,35,5,Neutral,4,57
1,QGGp_Education,Female,26,1,Satisfied,1,86
2,Retail,Prefer not to say,84,1,Neutral,4,28
1,Healthcare,Prefer not to say,30,5,Unsatisfied,1,60
4,Consulting,Prefer not to say,25,2,Neutral,3,38
2,Retail,Male,42,2,Neutral,9,45
1,Finance,Male,46,3,Satisfied,5,53
3,H.,Non-binary,41,3,Neutral,4,57
4,Retail,Male,39,5,Satisfied,4,56
4,IT,Male,58,2,Satisfied,1,33
3,IT,Female,51,9,Unsatisfied,1,33
2,Finance,Female,22,1,Neutral,3,60
3,Manufacturing,Non-binary,26,5,Satisfied,4,93
4,Healthcare,Male,25,1,Neutral,1,58
4,Consulting,Non-binary,28,1,Unsatisfied,1,60
5,IT,Male,54,1,Neutral,1,43
5,Consulting,Non-binary,34,3,Neutral,5,48
5,Retail,Male,28,3,Unsatisfied,9,60
2,Retail,Female,80,8,Satisfied,3,45
3,IT.,Prefer not to say,50,2,Neutral,7,58
5,IT,Prefer not to say,21,1,Unsatisfied,1,22
5,Retail,Non-binary,32,5,Satisfied,2,79
3,Retail,Non-binary,56,7,Satisfied,4,44
5,IT,Prefer not to say,83,3,Satisfied,3,43
3,Consulting,Male,22,8,Satisfied,3,35
5,Education,Prefer not to say,28,1,Satisfied,2,47
5,Manufacturing,Non-binary,31,5,Neutral,3,49
5,Finance,Female,59,1,Neutral,1,49
5,education department,Non-binary,22,10,Unsatisfied,1,40
1,Consulting,Female,21,2,Unsatisfied,4,27
4,Healthcare,Male,54,1,Neutral,1,34
5,Healthcare,Prefer not to say,92,5,Satisfied,2,48
5,Retail,Male,56,1,Satisfied,2,46
3,Finance,Female,48,4,Satisfied,3,27
3,Education,Prefer not to say,29,5,Unsatisfied,5,50
5,Manufacturing,Non-binary,59,8,Unsatisfied,2,23
5,Healthcare,Prefer not to say,89,3,Satisfied,2,35
4,IT,Prefer not to say,27,4,Neutral,3,59
4,Education,Male,42,4,Satisfied,1,27
4,Finance,Male,39,1,Neutral,4,22
1,Education,Prefer not to say,34,2,Neutral,2,41
2,Retail,Male,58,3,Neutral,4,58
4,Retail,Male,36,3,Neutral,4,97
2,Manufacturing,Prefer not to say,52,5,Satisfied,1,22
2,Manufacturing,Male,51,2,Satisfied,4,34
1,Manufacturing,Female,92,5,Satisfied,2,48
3,Ret.,Non-binary,47,4,Unsatisfied,3,29
1,IT,Male,55,5,Satisfied,1,82
2,Healthcare,Non-binary,53,5,Neutral,3,51
4,Healthcare,Female,40,9,Neutral,5,60
2,Manufacturing,Non-binary,46,4,Neutral,3,48
3,Retail,Prefer not to say,37,1,Neutral,5,38
3,7tE0_Consulting,Female,32,1,Satisfied,4,82
5,Retail,Non-binary,20,9,Satisfied,2,35
2,IT,Female,55,9,Satisfied,3,32
1,Manufacturing,Male,36,2,Neutral,5,30
2,Healthcare,Male,48,5,Satisfied,4,29
5,Finance,Prefer not to say,42,5,Unsatisfied,1,45
4,Healthcare,Non-binary,33,2,Neutral,4,88
4,Consulting,Female,45,5,Satisfied,1,41
4,Finance,Prefer not to say,43,2,Unsatisfied,1,56
5,Finance,Non-binary,59,2,Neutral,2,49
3,Healthcare,Male,26,2,Unsatisfied,1,32
5,Finance,Male,47,3,Satisfied,8,94
2,Finance,Female,27,9,Neutral,2,41
2,Finance,Prefer not to say,50,1,Neutral,5,42
2,Retail,Non-binary,29,3,Unsatisfied,3,36
5,Healthcare,Male,53,1,Neutral,5,90
3,Finance,Prefer not to say,22,8,Satisfied,4,46
4,Education,Prefer not to say,42,2,Neutral,8,41
1,Reta.,Male,20,2,Satisfied,4,52
2,Manufacturing,Female,20,2,Unsatisfied,5,51
4,IT,Non-binary,32,3,Unsatisfied,3,23
3,Education,Female,44,2,Unsatisfied,1,34
4,Education,Prefer not to say,38,4,Satisfied,2,37
3,Consulting,Non-binary,81,3,Satisfied,3,40
2,Consulting,Non-binary,43,1,Unsatisfied,3,46
2,Education,Prefer not to say,45,3,Neutral,2,95
1,Education,Male,24,5,Neutral,3,26
3,Healthcare,Female,80,1,Neutral,7,25
4,Finance,Female,48,3,Unsatisfied,4,30
1,IT,Male,29,3,Satisfied,3,76
3,Finance,Male,26,4,Unsatisfied,2,33
2,Manufacturing,Female,60,3,Unsatisfied,3,38
4,Consulting,Female,22,5,Satisfied,3,43
4,Finance,Prefer not to say,21,2,Satisfied,4,43
3,IT,Female,49,5,Satisfied,1,44
4,Manufacturing,Prefer not to say,38,2,Unsatisfied,1,81
3,Education,Male,26,3,Satisfied,1,77
5,IT,Female,50,3,Unsatisfied,1,28
2,Healthcare,Non-binary,26,4,Neutral,2,26
3,IT,Female,26,1,Unsatisfied,5,94
2,Education,Female,30,3,Unsatisfied,9,96
3,Consulting,Prefer not to say,50,2,Satisfied,4,32
4,IT,Non-binary,60,3,Unsatisfied,3,25
5,Finance,Non-binary,49,5,Unsatisfied,2,57
2,Healthcare,Non-binary,48,5,Neutral,3,28
5,IT,Male,39,1,Unsatisfied,2,51
2,IT,Prefer not to say,52,3,Neutral,4,60
3,Healthcare,Female,23,4,Satisfied,3,49
4,IT,Male,51,5,Unsatisfied,5,30
5,Manufacturing,Prefer not to say,28,10,Satisfied,1,35
5,Finance,Non-binary,22,1,Neutral,3,45
3,Education,Non-binary,50,7,Satisfied,2,42
3,Retail,Non-binary,21,3,Satisfied,4,38
1,IT,Non-binary,28,2,Neutral,2,36
3,Healthcare,Female,21,5,Neutral,4,23
4,Manufacturing,Non-binary,84,9,Satisfied,2,41
4,Retail,Male,97,3,Unsatisfied,5,43
1,Retail,Non-binary,41,1,Neutral,5,53
4,Education,Female,25,4,Neutral,5,52
1,Consulting,Prefer not to say,35,4,Neutral,4,93
4,Finance,Female,78,2,Unsatisfied,8,42
5,Healthcare,Female,37,4,Neutral,4,49
2,Manufacturing,Female,43,2,Unsatisfied,5,48
4,Consulting,Female,79,5,Neutral,1,37
5,Healthcare,Female,44,3,Satisfied,1,57
1,Manufacturing,Female,35,2,Unsatisfied,5,59
2,MV_Healthcare,Male,93,4,Unsatisfied,3,36
4,Healthcare,Female,60,9,Unsatisfied,5,31
5,IT,Male,54,3,Neutral,4,24
3,Healthcare,Non-binary,41,5,Neutral,4,34
3,Retail,Male,60,3,Unsatisfied,4,43
1,Education,Prefer not to say,40,4,Satisfied,2,25
2,Retail,Non-binary,47,5,Satisfied,8,27
3,IT,Non-binary,58,10,Unsatisfied,4,58
5,Finance,Female,84,5,Neutral,5,50
5,Healthcare,Non-binary,86,5,Satisfied,5,41
2,Education,Male,25,3,Neutral,5,38
4,Consulting,Prefer not to say,40,1,Unsatisfied,3,24
2,Consulting,Female,26,3,Satisfied,4,38
3,Manufac.,Male,48,8,Satisfied,5,91
4,Finance,Non-binary,83,3,Unsatisfied,1,59
3,Finance,Male,48,1,Neutral,1,31
4,Retail,Female,77,3,Satisfied,5,90
4,Finance,Male,57,4,Neutral,4,30
3,IT,Male,52,4,Satisfied,4,54
3,Healthcare,Non-binary,22,4,Satisfied,8,53
4,Finance,Female,20,4,Neutral,4,41
3,Finance,Prefer not to say,44,4,Neutral,3,24
4,Finance,Prefer not to say,25,4,Unsatisfied,3,25
4,Manufacturing,Female,46,4,Neutral,2,47
2,Education,Non-binary,32,7,Unsatisfied,4,24
2,Finance,Prefer not to say,45,3,Neutral,7,60
4,Retail,Male,81,3,Neutral,7,59
4,C.,Non-binary,32,5,Satisfied,1,26
5,Education,Male,30,3,Unsatisfied,5,83
4,Consulting,Non-binary,59,2,Unsatisfied,2,28
4,Consulting,Male,23,4,Unsatisfied,2,52
3,IT,Male,48,1,Unsatisfied,3,57
1,Manufacturing,Non-binary,37,5,Neutral,5,57
3,Education,Female,27,3,Satisfied,4,50
4,Retail,Non-binary,39,1,Satisfied,3,46
5,Healthcare,Male,80,3,Neutral,3,37
2,Retail,Non-binary,52,3,Neutral,5,55
1,Healthcare,Male,80,3,Neutral,2,37
2,Healthcare,Prefer not to say,78,1,Unsatisfied,3,88
2,Manufacturing,Male,23,9,Unsatisfied,3,50
4,G1z_Manufacturing,Non-binary,46,3,Satisfied,3,45
1,Retail,Non-binary,47,8,Satisfied,5,36
2,Education,Non-binary,51,2,Unsatisfied,2,45
2,Manufacturing,Male,46,2,Satisfied,3,40
3,IT,Male,41,4,Unsatisfied,4,29
2,IT,Female,29,2,Satisfied,1,24
4,IT,Non-binary,84,3,Neutral,5,42
1,Healthcare,Female,25,1,Satisfied,3,34
1,Consulting,Non-binary,91,5,Satisfied,4,40
4,Retail,Non-binary,91,1,Unsatisfied,2,27
4,Finance,Female,34,1,Neutral,4,33
5,Re.,Male,35,4,Unsatisfied,2,24
2,Manufacturing,Non-binary,20,2,Unsatisfied,1,36
3,IT,Female,26,2,Neutral,5,45
1,IT,Non-binary,45,1,Unsatisfied,1,23
3,IT,Prefer not to say,60,4,Unsatisfied,1,79
5,Aq_Finance,Male,41,5,Unsatisfied,3,54
5,Consulting,Prefer not to say,42,1,Unsatisfied,2,38
1,Education,Male,41,2,Unsatisfied,5,52
