Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Employee_ID,Social_Isolation_Rating,tenseness horizontal surface,Gender,Industry,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
27,1,27,EMP0444,5,High,Female,Retail,9,5
22,4,25,EMP0445,1,Low,Prefer not to say,Retail,4,3
48,1,52,EMP0446,3,Low,Male,Healthcare,1,2
52,3,37,EMP0447,1,Low,Non-binary,Healthcare,3,5
92,2,22,EMP0448,4,Medium,Non-binary,Retail,5,3
41,9,51,EMP0449,8,Low,Male,g_Finance,7,1
56,4,57,EMP0450,1,High,Male,IT,15,1
57,5,58,EMP0451,9,Lo.,Prefer not to say,Manufacturing,9,5
36,5,32,EMP0452,4,High,Prefer not to say,Finance,5,3
32,1,41,EMP0453,4,Low,Female,Finance,5,4
32,3,36,EMP0454,5,Medium,Female,Education,7,4
58,4,51,EMP0455,4,Low,Non-binary,Manufacturing,14,3
59,1,60,EMP0456,9,Low,Female,Retail,15,4
22,5,34,EMP04.,2,Medium,Female,Healthcare,3,3
49,8,33,EMP0458,2,Medium,Female,Manufacturing,10,2
42,3,53,EMP0459,1,High,Prefer not to say,Consulting,14,3
20,3,53,EMP0460,2,Low,Female,Retail,5,5
22,2,40,EMP0461,8,Medium,Female,IT,5,2
48,2,36,EMP0462,2,Medium,Non-binary,Manufacturing,1,5
20,8,54,EMP0463,1,high-topped,Prefer not to say,Healthcare,1,1
24,5,41,EMP0464,3,Low,Prefer not to say,IT,8,3
22,2,55,SncO_EMP0465,1,High,Female,Consulting,9,4
58,2,34,EMP0466,5,High,Prefer not to say,Finance,4,1
58,2,43,EMP0467,2,Medium,Prefer not to say,1T,2,2
27,1,37,EMP0468,5,Medium,Non-binary,IT,9,1
40,1,37,EMP0469,8,Low,Prefer not to say,Education,13,1
77,3,57,EMP0470,1,Low,Female,Finance,14,4
43,2,33,EMPO471,1,Low,Female,IT,7,2
50,2,51,EMP0472,3,High,Female,Manufacturing,9,2
30,1,50,EMP0473,5,Medium,Male,Manufacturing,14,3
35,2,35,EMP0474,1,Medium,Female,Consulting,15,2
96,5,40,EMP0475,4,Low,Non-binary,Education,13,2
51,5,53,EMP0476,3,Low,Non-binary,Retail,9,3
54,4,32,EMP0477,4,Low,Male,Manufacturing,11,2
58,2,56,EMP0478,3,High,Female,Retail,15,4
36,9,55,EMP0479,7,Low,Female,Finance,1,1
53,1,49,EMP0480,1,Low,Non-binary,Retail,10,4
56,8,23,EMP0481,3,High,Female,Retail,12,2
27,1,38,EMP0482,3,Medium,Male,Retail,4,2
80,3,23,EMP04B3,2,Medium,Male,Education,11,3
25,3,29,EMP0484,1,Low,Female,Education,14,2
33,9,24,EMP0485,1,Low,Female,Consulting,14,1
35,2,58,EMP0486,2,Low,Male,Finance,5,5
34,4,42,EMP0487,5,Low,Male,Manufacturing,4,1
21,4,42,EMP0488,9,Low,Male,Healthcare,5,1
21,1,39,EMP0489,8,Low,Non-binary,Healthcare,2,3
29,3,45,tC_EMP0490,2,Medium,Male,Healthcare,8,5
33,5,53,EMP0491,4,High,Non-binary,IT,5,2
87,3,43,EMP0492,2,High,Prefer not to say,Finance,11,4
38,3,24,EMP0493,2,culture medium,Prefer not to say,Education,7,1
40,5,44,EMP0494,2,High,Male,Finance,4,1
24,5,39,EMP0495,5,LD_Medium,Prefer not to say,Education,4,4
28,2,40,EMP0496,1,Low,Prefer not to say,Retail,4,2
57,3,41,EMP0497,2,Medium,Non-binary,Education,7,4
41,2,23,EMP0498,2,Low,Male,Finance,13,4
81,5,53,EMP0499,5,Low,Female,Retail,13,4
47,3,52,EMP0500,2,Medium,Non-binary,Retail,3,3
53,1,58,y_EMP0501,4,Lo.,Female,uq8_Consulting,2,5
27,5,56,EMP0502,4,High,Prefer not to say,Retail,13,1
33,8,34,EMP0503,3,High,Female,Consulting,13,3
84,5,36,EMP0504,3,low-toned,Non-binary,Healthcare,3,3
40,4,50,EMP0505,1,Low,Male,Retail,5,3
56,4,41,EMP0506,2,Medium,Male,uEb_Education,8,4
29,5,27,EMP0507,5,Low,Female,Healthcare,15,1
27,2,40,EMP0508,2,Medium,Non-binary,Consulting,1,1
55,5,33,EMPO509,2,Medium,Male,Education,11,1
28,1,45,VqEo_EMP0510,4,Me.,Prefer not to say,Finance,14,2
59,4,39,EMP0511,3,Low,Prefer not to say,Manufacturing,12,4
76,5,34,EMP0512,4,High,Male,Education,1,2
38,5,40,EMP0513,4,Low,Female,IT,13,3
37,3,49,EMP0514,1,culture medium,Female,Education,13,4
36,5,35,EMP0515,4,Medium,Female,IT,0,1
55,5,43,EMP0516,1,Low,Non-binary,Finance,11,1
47,3,59,EMP0517,3,Low,Female,IT,10,2
51,9,60,EMP0518,8,Medium,Prefer not to say,Healthcare,14,4
42,4,42,EMP0.,3,Low,Female,Retail,14,5
45,4,42,EMP0520,4,High,Prefer not to say,Consulting,6,3
46,3,37,Mixs_EMP0521,5,Low,Male,Finance,4,5
60,4,60,EMP0522,3,Medium,Female,Finance,0,1
45,5,33,EMP0523,4,Medium,Non-binary,Retail,2,3
33,3,60,EMP0524,4,Medium,Male,Consulting,11,2
44,4,58,EMP0525,3,Medi.,Female,Reta.,2,2
24,1,25,EMP0526,1,Low,Male,Finan.,0,2
95,5,30,EMP0527,1,High,Prefer not to say,Consulting,4,3
56,3,28,EMP0528,3,Medium,Female,Healthcare,1,3
22,1,28,EMP05Z9,4,Medium,Non-binary,IT,5,2
34,5,23,EMP0530,1,High,Prefer not to say,Retail,4,3
34,3,36,EMP0531,4,High,Female,Retail,1,3
55,5,50,EMP0532,1,High,Male,Reta.,8,1
20,5,57,EMP0533,9,Medium,Non-binary,IT,15,3
53,1,44,jc8_EMP0534,8,Low,Male,Healthcare,7,3
31,5,24,EMP0535,3,High,Non-binary,Healthcare,3,5
51,4,39,EMP0536,4,High,Prefer not to say,Education,10,1
33,1,57,EMP0537,1,Medium,Male,IT,3,5
46,3,45,EMP0538,2,Medium,Prefer not to say,Retail,0,3
32,3,35,EMP0539,4,Lo.,Female,Retail,4,3
25,1,59,EMP0540,1,High,Prefer not to say,Healthcare,11,4
43,4,58,EMP0541,4,3I_High,Prefer not to say,Retail,14,2
42,3,48,EMP0542,5,Medium,Male,Education,1,4
49,5,55,EMP0543,2,Medium,Prefer not to say,Healthcare,10,5
50,5,60,EMP0544,2,Medium,Male,T_IT,2,3
44,3,60,EMP0545,3,Low,Prefer not to say,Finance,6,1
32,2,23,EMP0S46,5,Low,Non-binary,IT,6,4
51,5,28,EMP0547,9,Medium,Male,Education,3,3
78,9,49,EMP054B,4,Medium,Female,IT,6,3
55,4,45,EMP0549,2,Medium,Male,Retail,8,4
92,3,22,EMP0550,5,High,Male,Retail,12,3
58,1,24,9_EMP0551,4,High,Female,Manufacturing,12,2
44,1,39,EMP0552,7,High,Male,Healthcare,6,3
39,1,27,EMP0553,2,High,Non-binary,Manufacturing,11,4
39,3,38,EMPO554,1,high-topped,Male,1T,0,4
45,2,50,EMP0555,5,Low,Female,Healthcare,1,5
57,5,46,EMP0556,1,High,Non-binary,IT,13,4
48,3,46,EMP0557,1,Low,Prefer not to say,Education,4,1
30,3,28,EMP0558,5,Low,Prefer not to say,Manufacturing,2,3
27,4,53,EMP0559,4,Medium,Prefer not to say,Manufacturing,11,3
25,1,34,EMP0560,2,Medium,Female,Education,9,5
25,4,35,EMP0S61,8,High,Female,Finance,14,5
39,4,48,EMP0562,2,Medium,Prefer not to say,Retail,9,2
31,5,25,EMP0563,7,Low,Male,Manufac.,6,5
23,1,54,EMP0564,4,High,Prefer not to say,Education,6,2
39,1,37,EMP0565,4,Low,Male,IT,9,4
39,10,33,EMP0566,4,High,Male,Retail,10,2
94,1,24,EMP0567,4,Medium,Female,Education,11,1
45,4,52,EMP0568,2,High,Prefer not to say,Finance,12,5
23,4,22,EMP0569,4,High,Male,Retail,0,5
39,2,48,EMP0570,2,High,Prefer not to say,RE_Retail,3,1
27,2,48,EMP0571,2,rr6Q_High,Male,Manufacturing,6,2
27,3,47,EMP0572,2,Medium,Female,Healthcare,8,3
33,4,51,EMP0573,9,Medium,Male,education department,5,1
44,1,52,EMP0574,4,Medium,Male,Healthcare,8,2
45,3,41,EMP0575,4,Medium,Female,Consulting,0,4
46,4,28,EMP0576,4,Medium,Male,Retail,6,2
40,5,44,EMP0577,1,ov_High,Prefer not to say,Retail,0,3
25,4,50,EMP0578,2,H.,Non-binary,Finance,10,4
80,8,43,EMP0579,4,Low,Prefer not to say,Healthcare,4,3
22,8,43,EMP0580,4,tAb_Low,Male,IT,13,4
27,5,29,EMP0581,5,High,Prefer not to say,manufacture,3,5
59,3,30,EMP0582,4,Medium,Prefer not to say,Manufacturing,2,5
57,4,50,EMP0583,2,Medium,Prefer not to say,Finance,10,1
34,1,60,EMP0584,4,Medium,Male,Retail,0,1
20,4,31,EMP0585,5,Low,Prefer not to say,Retail,2,1
20,1,43,EMP0586,3,Low,Female,Education,5,3
57,2,58,EMP0587,4,Low,Female,Education,14,5
80,2,56,EMP058B,1,Low,Prefer not to say,Education,2,3
24,5,40,EMP0589,4,Medium,Non-binary,Finance,8,5
40,2,57,EMP0590,1,Low,Female,Heal.,15,4
49,4,31,EMP0591,4,Low,Male,Healthcare,11,5
44,5,35,8D_EMP0592,1,Medium,Female,Retail,14,3
53,3,32,EMP0593,3,Medi.,Prefer not to say,IT,13,2
28,3,31,EMP0594,3,High,Prefer not to say,Healthcare,0,5
53,3,53,EMP0595,4,High,Prefer not to say,manufacture,7,1
54,8,42,EMP0596,1,Medium,Prefer not to say,Consulting,9,2
23,5,35,EMP0597,1,Low,Male,IT,10,5
86,4,58,EMP0598,5,High,Female,Finance,12,4
59,3,26,EMP0599,9,Medium,Female,Finance,5,5
20,5,45,EMP0600,4,Low,Non-binary,Retail,1,1
26,1,36,EMP0601,3,Low,Male,IT,11,1
47,8,25,EMP0602,7,High,Non-binary,Retail,6,3
37,1,55,EMP0603,1,Medium,Prefer not to say,Healthcare,3,1
25,3,47,EMP0604,3,x_High,Female,Retail,10,3
38,3,46,EMP0605,2,High,Female,Retail,11,4
23,4,39,EMP0606,5,High,Prefer not to say,Education,0,1
49,4,27,EMP0607,3,Low,Male,Retail,13,5
44,2,35,EMP0608,2,High,Prefer not to say,Healthcare,6,3
34,1,60,EMP0609,2,High,Female,Education,13,3
36,5,33,EMP0610,2,Medium,Female,Finance,2,5
44,7,45,EMP0611,2,High,Prefer not to say,Healthcare,15,4
87,1,26,EMP0612,4,Medium,Male,IT,10,3
54,3,25,EMP0613,3,Medium,Male,Consulting,15,4
46,4,57,EMP0614,7,High,Female,Finance,9,2
60,3,38,EMP0615,3,Medium,Prefer not to say,Finance,11,4
27,4,50,EMP0616,5,culture medium,Non-binary,Retail,15,3
45,2,38,EMP0617,5,Medium,Male,Healthcare,7,1
36,4,56,EMP0618,4,High,Male,Education,13,4
42,8,54,EMP0619,1,Low,Non-binary,Retail,14,2
27,8,27,EMP0620,4,High,Prefer not to say,Consulting,1,5
28,9,29,EMP0621,3,High,Non-binary,Education,5,3
56,1,34,EMP0622,1,Low,Non-binary,IT,15,5
22,5,25,EMP0623,5,Medium,Prefer not to say,Q0_IT,11,5
23,1,35,EMP0624,4,High,Male,Manufacturing,5,5
53,2,48,EMPO625,3,High,Female,Manufacturing,2,4
38,1,28,EMP0626,3,Low,Female,Finance,6,1
47,3,23,EMP0627,3,Medium,Non-binary,Finance,8,2
51,1,34,EMP0628,1,Low,Non-binary,Pg_Consulting,14,1
48,3,53,EMP0629,1,High,Prefer not to say,iY8Y_Retail,6,1
28,4,52,EMP0630,5,Low,Prefer not to say,Healthcare,13,4
49,4,29,EMP063I,2,Low,Male,Healthcare,14,5
56,4,53,EMP0632,1,Medium,Female,Finance,1,2
38,3,42,EMP0633,4,High,Male,Finance,1,3
46,1,35,EMP0634,1,Low,Male,Healthcare,0,3
32,9,42,EMP0635,4,High,Non-binary,Healthcare,3,1
52,2,45,EMP0636,1,High,Male,Retail,1,2
48,3,24,EMP0637,2,Low,Male,Finance,13,1
38,4,40,EMP0638,5,Hig.,Female,Manufacturing,0,3
25,9,52,EMP0639,10,High,Non-binary,Finance,2,3
27,2,55,E.,2,Low,Male,Manufacturing,10,5
28,5,38,EMP0641,1,High,Non-binary,Finance,3,2
36,1,50,EMP0642,2,Low,Male,Retail,6,5
81,4,36,A_EMP0643,4,Medium,Male,Retail,3,1
93,2,36,EMP0644,4,Medium,Female,Ed.,15,3
39,5,34,EMP0645,3,Medium,Male,IT,3,3
47,5,55,EMP0646,3,Medium,Male,Consulting,8,1
60,4,37,EMP0647,4,High,Prefer not to say,Consulting,1,3
37,4,39,EMP0648,9,Low,Female,Finance,1,3
33,7,41,EMP0649,8,Low,Female,IT,10,3
27,8,58,EMP0650,4,Low,Male,Consulting,13,5
39,5,25,EMP0651,2,Low,Female,Consulting,6,4
45,5,26,EMP0652,8,Medium,Male,Retail,0,2
57,8,23,EMP0653,4,Low,Male,Education,5,1
27,9,45,EMP0654,2,H.,Male,IT,9,3
81,1,55,EMP0655,2,High,Male,Retail,5,2
25,4,23,EMP0656,5,High,Male,Education,3,5
46,4,27,EM.,3,Medium,Female,Education,5,1
51,2,33,EMP0658,5,Low,Male,Consulting,12,1
55,4,54,EMPO659,4,Low,Non-binary,Retail,5,5
54,3,47,EMP0660,8,High,Non-binary,Retail,14,4
91,3,48,EMP0661,9,High,Prefer not to say,IT,11,3
32,10,35,EMP0662,2,Low,Female,Retail,9,1
23,5,43,EMP0663,4,Low,Male,Retail,10,5
22,5,43,EMP0664,1,High,Female,Retail,8,1
36,3,46,EMP0665,2,High,Prefer not to say,Consulting,2,1
50,1,38,EMP0666,4,Low,Non-binary,Retail,3,5
36,2,22,EMPO667,4,High,Female,Retail,13,5
39,3,41,EMP0668,5,Medium,Non-binary,Finance,13,4
32,4,50,EMP0669,4,Medium,Male,V_Education,15,5
53,2,50,EMP0670,2,Low,Prefer not to say,Manufacturing,10,2
57,4,42,EMP0671,1,Medium,Prefer not to say,Education,12,5
25,2,22,EMP0672,4,High,Non-binary,Retail,12,4
25,1,60,EMP0673,9,Medium,Female,IT,6,3
25,2,58,EMP0674,4,low-toned,Prefer not to say,Manufacturing,7,2
52,2,32,EMP0675,3,Hig.,Non-binary,IT,3,4
44,2,32,EMP0676,4,Medium,Male,manufacture,15,2
27,5,44,EMP0677,5,High,Female,fFs5_Healthcare,7,1
37,8,42,EMP0678,2,Medium,Prefer not to say,Retail,15,2
81,9,25,EMP0679,2,Medium,Prefer not to say,IT,15,3
40,1,43,EMP0680,5,Medium,Male,Consulting,7,4
60,3,39,EMP0681,7,High,Male,Finance,5,5
53,4,53,EMP0682,10,Medium,Prefer not to say,IT,15,4
35,4,30,EMP0683,9,Medium,Prefer not to say,Consulting,8,5
44,2,40,EMP0684,4,Medium,Non-binary,Manufacturing,0,4
60,2,53,EMP068S,2,Medium,Prefer not to say,T1_IT,5,1
27,4,59,EMP0686,2,High,Male,Finance,14,2
95,2,39,EMP0687,5,Low,Prefer not to say,Healthcare,1,4
31,1,57,EMP0688,1,Low,Non-binary,IT,1,3
25,2,57,EMP0689,3,High,Male,Education,0,4
21,4,45,EMP0690,4,culture medium,Prefer not to say,Education,10,1
49,3,31,3OOE_EMP0691,9,Medium,Prefer not to say,Finance,7,3
54,5,44,EMP0692,4,Low,Female,Retail,10,3
56,3,47,EMP0693,5,Medium,Non-binary,Finance,6,5
57,1,54,EMP0694,1,Low,Non-binary,R.,6,5
43,1,48,EMP0695,1,Low,Male,Healthcare,1,3
91,3,58,EMP0696,4,Medium,Male,Retail,9,5
44,1,29,EMP0697,3,Medium,Male,IT.,4,1
24,2,43,EMP0698,4,High,Female,Manufacturing,13,1
60,8,53,EMP0699,4,Medium,Male,Retail,12,3
28,5,43,EMP0700,3,High,Prefer not to say,Finance,6,3
42,3,47,EMP0701,8,Medium,Non-binary,Consulting,15,3
26,3,26,EMP0702,5,High,Non-binary,Finance,9,2
28,8,57,EMP0703,5,Medium,Non-binary,ML_Healthcare,12,1
95,4,36,EMP0704,5,Medium,Male,Manufacturing,4,1
37,3,26,EMP0705,9,Lo.,Male,IT,2,2
96,2,47,EMP0706,1,Low,Female,Retail,12,3
22,4,59,EMP0707,2,Medium,Female,Consulting,10,2
97,1,59,EMP0708,3,Medi.,Male,Consulting,0,4
55,4,40,EMP07O9,5,Low,Prefer not to say,Education,9,3
60,1,31,54u_EMP0710,1,High,Female,IT,15,4
40,5,37,EMP0711,2,High,Prefer not to say,Education,12,3
30,4,54,EMP0712,1,Low,Prefer not to say,Retail,9,4
54,3,43,EMP0713,5,High,Male,Finance,9,3
44,5,24,EMP0714,2,High,Female,IT,7,1
43,10,29,EMP0715,1,Medium,Male,Manufacturing,5,5
35,10,41,EMP0716,2,High,Prefer not to say,Consulting,7,4
27,3,51,EMP0717,2,High,Male,Finance,0,1
57,1,38,EMP0718,2,Medium,Non-binary,Healthcare,14,3
35,3,56,EMP0719,3,High,Male,Healthcare,9,2
26,1,41,EMP0720,1,Low,Non-binary,Consulting,6,5
38,10,28,EMP0721,3,Medium,Male,Healthcare,8,2
54,1,49,EMP0722,5,Low,Prefer not to say,Consulting,14,5
37,5,49,EMP0723,5,Medium,Male,Manufacturing,13,4
35,4,55,EMP0724,1,Low,Non-binary,Finance,10,2
51,5,60,EMP0725,5,High,Prefer not to say,IT,2,2
56,3,45,EMP0726,3,Medium,Female,Healthcare,12,4
59,8,41,EMP0727,5,Medium,Male,Healthcare,4,1
28,1,52,L6SF_EMP0728,5,Low,Female,manufacture,12,3
51,5,60,EMP0729,1,Medium,Prefer not to say,Finance,14,2
45,2,53,bh_EMP0730,3,Medium,Non-binary,Consulting,6,1
23,2,42,EMP0731,1,High,Prefer not to say,aAT_Education,3,4
34,4,43,EMP0732,2,High,Prefer not to say,Education,9,2
34,3,43,EMP0733,2,Medium,Male,IT,9,3
31,4,40,EMP0734,3,High,Female,Retail,6,5
35,1,49,EMP073S,1,Medium,Male,Retail,3,3
32,2,24,EMP0736,2,Low,Male,Manufacturing,5,5
45,4,30,EMP0737,5,Medium,Prefer not to say,Finance,4,4
92,5,55,EMP0738,1,High,Prefer not to say,3oQJ_Education,10,4
37,2,28,EMP0739,2,low-toned,Prefer not to say,Retail,7,5
41,3,42,EMP0740,2,Medium,Prefer not to say,Manufacturing,12,3
59,3,60,EMP0741,2,Medium,Non-binary,Finance,11,1
32,2,42,EMP0742,4,High,Female,Manufacturing,2,3
40,4,55,EMP0743,1,Medium,Male,Consulting,4,5
39,2,53,EMP0744,4,High,Non-binary,Healthcare,14,2
60,2,46,EMP0745,5,Medium,Male,Healthcare,12,1
28,8,26,EMP0746,1,Medium,Non-binary,Healthcare,0,4
32,5,53,EMP0747,2,Medium,Male,IT,9,1
56,4,29,EMP0748,5,High,Male,Finance,11,2
23,1,43,EMP0749,5,High,Female,Finance,0,1
51,5,22,EMP0750,10,Low,Male,IT,1,4
32,9,51,EMP0751,4,Medium,Non-binary,IT,11,3
35,2,33,EMP0752,4,Medium,Prefer not to say,Healthcare,12,5
54,1,43,EMP0753,3,Medium,Female,Healthcare,7,5
90,4,56,EMP0754,3,High,Female,Education,4,2
36,4,59,EMP0755,3,Low,Prefer not to say,Consulting,2,1
24,10,47,EMP0756,3,Medium,Male,Manufacturing,5,1
24,5,49,EMP0757,2,Low,Male,Retail,9,2
32,4,35,EMP0758,1,Low,Non-binary,Manufacturing,5,3
21,1,58,EMP0759,3,Medium,Non-binary,Education,3,5
20,9,36,EMP0760,2,Medium,Male,Healthcare,4,5
59,1,22,EMP0761,1,High,Female,IT,14,2
44,1,33,EMP0762,2,High,Male,IT,4,1
57,5,56,EMP0763,4,Low,Male,Retail,0,3
56,10,29,EMP0764,3,Medium,Non-binary,DDhn_Finance,7,1
51,3,39,EMP0765,3,Medium,Male,bd5j_Education,0,1
23,1,33,EMP0766,4,High,Male,Retail,15,2
34,1,41,EMP0767,9,Low,Non-binary,Retail,8,5
91,3,40,EMP0768,2,Medium,Female,Consulting,0,2
50,1,36,EMP0769,2,Low,Male,Healthcare,0,4
27,5,40,EMP0770,2,Medium,Non-binary,Healthcare,6,5
60,1,33,EMPO771,2,Low,Female,IT,12,4
45,2,30,EMP0772,5,Medium,Prefer not to say,Education,9,1
41,1,40,EMP0773,1,Z_Low,Non-binary,Healthcare,6,3
25,3,58,EMP0774,1,Medium,Female,Manufacturing,5,1
40,3,45,EMP07.,2,High,Female,Education,1,2
58,8,40,EMP0776,3,Medium,Female,Healthcare,10,1
36,5,38,EMP0777,5,Medium,Male,Consulting,7,5
38,4,55,EMP0778,4,Medium,Female,WmxA_Finance,6,2
77,4,29,EMP0779,1,Medium,Male,Manufacturing,15,5
59,1,31,EMP0780,3,High,Male,Retail,15,3
47,5,60,EMPO781,3,High,Non-binary,Finance,0,2
21,5,40,EMP0782,1,High,Non-binary,IT,1,3
26,9,24,EMP0783,1,Low,Non-binary,Consulting,8,1
58,3,30,EMP07B4,2,Medium,Non-binary,ECr_Manufacturing,7,2
42,3,28,EMP0785,3,high-topped,Prefer not to say,IT,7,3
30,2,46,EMP0786,10,Low,Prefer not to say,Education,8,3
46,2,22,EMP0787,1,Medium,Prefer not to say,tsdf_Healthcare,0,4
95,5,22,EMP07B8,3,Hi.,Non-binary,AtAy_Healthcare,5,3
38,4,25,EMP0789,2,culture medium,Non-binary,Healthcare,0,2
82,2,26,c4_EMP0790,5,low-toned,Prefer not to say,Finance,8,5
59,1,46,EMP0791,2,Medium,Non-binary,Manufacturing,10,5
24,2,46,EMP0792,2,Medium,Non-binary,Healthcare,11,1
50,8,60,E.,2,high-topped,Prefer not to say,IT,12,1
53,7,55,EMP0794,3,High,Male,Consulting,3,2
48,1,25,EMP0795,4,Low,Prefer not to say,Education,1,5
39,1,42,EMP0796,4,Low,Female,IT,13,4
42,9,30,EMP0797,5,Low,Non-binary,Finance,10,3
50,1,58,EMPO798,4,Medium,Male,IT,1,4
59,4,46,EMP0799,3,High,Male,Education,6,4
20,3,36,EMP0800,3,Low,Female,Consulting,8,1
32,4,46,EMP0801,5,Medium,Female,7H0_Manufacturing,10,5
45,4,24,EMP08O2,1,H.,Male,Manufacturing,7,2
45,5,27,EMP0803,2,Medium,Male,Education,13,5
39,5,39,EMP0804,5,Low,Prefer not to say,IT,7,1
32,4,40,EMP0805,5,High,Non-binary,Retail,11,4
59,9,46,EMP0806,4,High,Male,Retail,14,5
38,1,45,EMP0807,2,Medium,Prefer not to say,Healthcare,12,5
24,5,58,EMP0808,5,Low,Prefer not to say,Education,9,5
38,1,33,EMP0809,4,Medium,Female,Retail,7,4
36,3,41,EMP0810,4,Low,Prefer not to say,Manufacturing,2,3
56,3,42,EMP0811,4,Low,Non-binary,IT,5,5
35,5,34,EMP0812,4,High,Non-binary,Healthcare,7,5
22,9,25,EMP0813,2,Medium,Non-binary,Consulting,9,5
40,2,46,EMP0814,2,Low,Female,Retail,10,5
22,3,58,EMP0815,2,Medium,Female,Manufacturing,6,1
41,4,39,EMP0816,3,Medium,Prefer not to say,Manufacturing,13,5
53,3,35,EMP0817,1,Low,Non-binary,Retail,4,4
57,1,28,EMP0818,2,Low,Non-binary,Retail,15,2
51,2,35,EMP0819,3,Medium,Male,Education,7,3
20,3,59,EMP0820,7,Medium,Male,Healthcare,15,4
56,9,52,EMP0821,1,High,Prefer not to say,IT,12,2
95,3,52,EMP0822,1,Low,Male,Manufacturing,7,3
29,3,51,EMP0823,2,High,Non-binary,Healthcare,15,3
93,2,42,EMP0B24,2,Low,Female,R.,7,5
45,5,48,EMP0825,5,Low,Prefer not to say,Healthcare,3,4
58,3,24,EMP0826,4,Low,Female,R.,7,5
23,5,45,EMP0827,2,High,Prefer not to say,Retail,3,4
27,8,32,EMP0B28,2,Medium,Female,IT,14,4
84,3,50,EMP0829,4,Medium,Prefer not to say,Healthcare,10,3
79,2,46,EMP0830,3,Medium,Non-binary,Healthcare,12,4
59,1,43,EMP0831,3,High,Prefer not to say,IT,11,1
58,8,30,EMP0832,1,High,Female,Manufacturing,4,4
52,3,24,EMPO833,1,high-topped,Male,IT,3,2
57,1,43,EMP0.,3,High,Female,Consulting,12,3
22,5,46,EMP0835,2,Medium,Male,manufacture,1,5
25,5,55,EMP0836,3,Low,Non-binary,IT,10,5
57,5,46,EMP0837,1,Medium,Non-binary,Fin.,14,1
55,2,50,EMP0838,2,Medium,Prefer not to say,6Lbc_Finance,14,3
51,4,54,7cm_EMP0839,2,Medium,Female,Retail,1,4
32,1,31,EMP0840,3,oxmx_High,Prefer not to say,Retail,9,1
47,5,51,EMP0841,3,culture medium,Non-binary,Education,12,5
42,2,51,EMP0842,5,0qd_Low,Non-binary,Manufacturing,12,3
56,2,41,EMP0843,4,High,Prefer not to say,Finance,15,2
40,3,60,EMP0844,1,High,Prefer not to say,Education,7,2
36,5,27,EMP0845,4,high-topped,Prefer not to say,Healthc.,12,1
31,1,39,EMP0846,3,Low,Male,Finance,5,5
42,5,57,EMP0847,3,Medium,Prefer not to say,Retail,1,5
34,1,32,EMP0848,1,High,Prefer not to say,IT,7,5
56,2,42,EMP0849,4,High,Non-binary,Consulting,9,3
53,8,43,EMP0850,4,Medium,Non-binary,Manufacturing,15,2
77,4,58,EMP0851,4,High,Prefer not to say,Finance,15,1
31,1,25,EMP0852,2,Low,Male,IT,15,3
21,1,59,EMP0853,2,High,Female,Healthcare,3,2
58,4,28,EMP0854,4,Medium,Prefer not to say,Finance,9,1
29,1,41,EMP0855,3,F_High,Female,IT,13,1
56,1,45,EMP0856,4,High,Non-binary,Manufacturing,5,1
48,2,37,EMP0857,3,Low,Male,Healthcare,1,1
60,4,27,EMP0858,3,Low,Non-binary,Manufacturing,2,1
26,4,46,EMP0859,3,High,Female,Retail,8,5
21,2,48,EMP0860,3,High,Prefer not to say,IT,8,1
95,4,35,EMP0861,3,High,Prefer not to say,Healthcare,8,3
58,4,32,EMP0862,3,Low,Male,opV_Finance,9,1
39,1,36,EMP0863,5,Medium,Female,Retail,10,3
43,9,24,EMP0864,4,High,Non-binary,Healthcare,11,2
43,4,58,EMP0865,3,Medium,Female,Healthcare,13,3
28,9,53,EMP0866,5,low-toned,Non-binary,Co.,5,2
24,1,35,EMP0867,8,Low,Prefer not to say,Consulting,13,3
51,7,26,EMP0868,2,Low,Prefer not to say,Education,0,4
29,1,50,EMP0869,2,Medium,Non-binary,Healthcare,14,1
55,4,33,EMP0870,3,Low,Non-binary,BY_Manufacturing,4,3
40,1,30,EMP0871,5,Medium,Female,Finance,3,5
43,2,60,EMP0872,3,High,Non-binary,Fin.,3,1
29,2,59,EMP0873,10,Medium,Female,Education,2,1
48,9,57,EMP0874,4,High,Non-binary,Healthcare,9,1
38,3,47,EMP0875,4,L.,Prefer not to say,Manufacturing,10,4
42,5,37,EMP0876,9,Low,Prefer not to say,Consulting,1,3
34,2,37,EMP0877,2,Low,Non-binary,Retail,14,3
48,4,35,EMP0878,1,High,Male,Consulting,7,3
57,4,49,EMP0879,3,Low,Non-binary,Manufacturing,3,4
59,1,42,EMP0880,4,High,Female,Retail,8,5
30,4,53,EMP0B81,2,Lo.,Non-binary,Education,10,2
94,5,29,EMP0882,4,Low,Male,IT,9,5
21,5,31,EMP0883,5,High,Female,Education,10,1
23,1,47,EMP0884,4,High,Non-binary,Retail,14,1
53,2,57,EMP0885,3,High,Male,Consulting,1,2
30,2,59,EMP0886,3,high-topped,Non-binary,Finance,6,1
60,9,51,EMP0887,4,Medium,Female,Retail,10,5
50,5,30,EMP0888,2,Low,Female,Consulting,5,2
31,4,46,EMP0889,3,Low,Prefer not to say,IT,14,4
80,5,39,EMP0890,2,Medium,Female,Manufacturing,0,4
