keep company financial backing  remote control do work,DHIHOrvRCC,Stress_Level,Sleep_Quality,Hours_Worked_Per_Week,Age,Social_Isolation_Rating,Years_of_Experience,Job_Role,1f,Access_to_Mental_Health_Resources,Physical_Activity,do work situating
4,Asia,Medium,Good,24,31,5,21,Software Engineer,Manufacturing,Yes,None,Onside
4,Oceania,High,Poor,25,58,5,11,Marketing,1T,No,Daily,Onsite
8,Africa,High,Good,40,28,2,16,Designer,Education,Yes,Daily,
1,Asia,Low,Poor,59,54,2,32,Sales,IT,Yes,Weekly,Hybrid
2,South America,High,Poor,22,60,1,31,Software Engineer,IY,Yes,Daily,Onsite
1,North America,Medium,Poor,47,38,2,4,Designer,Consulting,No,Daily,Hybrid
1,Europe,Low,Good,31,31,1,32,Sales,Finance,No,None,Hybrid
5,South America,High,Poor,41,42,1,2,Designer,1T,No,Weekly,Onsite
2,North America,High,Good,52,52,2,18,Data Scientist,Manufacturing,Yes,None,Remote
7,Asia,Low,Good,48,41,5,6,HR,Vinance,Yes,None,Hybrid
3,North America,Medium,Poor,41,44,1,20,Project Manager,Finance,Yes,None,Onsite
5,South America,High,Average,21,42,4,15,Data Scientist,Finance,Yes,None,
4,Africa,Low,Poor,49,53,2,3,Software Engineer,Healthcare,No,Daily,
3,North America,High,Good,32,52,3,29,Software Engineer,Education,No,None,Remote
3,Africa,Medium,Average,40,23,1,12,Marketing,Edukation,Yes,Daily,Remote
3,Africa,High,Average,22,24,3,23,Sales,Finance,Yes,Weekly,Onsite
5,Asia,Low,Good,44,41,2,34,Project Manager,Consulting,Yes,Weekly,Hybrid
4,Africa,Medium,Good,41,60,4,16,HR,Manufacturing,Yes,Weekly,Onsite
2,South America,High,Average,37,25,3,6,Designer,Man8fasturimg,Yes,Weekly,Remote
4,North America,Medium,Average,54,55,2,18,HR,Healthcare,No,None,Onsite
8,South America,Low,Good,31,33,2,3,Software Engineer,Retail,No,None,Onqife
5,Africa,Medium,Average,53,43,5,14,Data Scientist,Cons.,Yes,Weekly,Hybrid
3,Africa,Medium,Average,23,59,4,20,Project Manager,Education,Yes,Daily,Remote
8,South America,Low,Good,58,48,2,2,Sales,Haalthcare,Yes,None,Remota
2,Asia,Low,Good,26,31,2,9,HR,Finance,No,Daily,Rem8te
3,Asia,Medium,Poor,46,28,4,23,Designer,Manufakturing,Yes,Daily,R.
4,South America,Medium,Average,20,49,4,6,Sales,Manufacturing,No,Weekly,Remote
2,Europe,Medium,Good,56,56,4,13,HR,Fynance,Yes,Daily,Hybrid
2,Asia,Medium,Poor,28,56,1,30,Sales,Retail,No,Daily,Onsyte
5,Europe,Medium,Average,39,51,5,10,Sales,Consulting,Yes,None,Hybrid
4,South America,Medium,Average,22,38,1,11,Designer,Manufacturing,Yes,None,Onsite
2,South America,High,Good,32,40,2,9,Project Manager,,Yes,Weekly,Onsite
2,Africa,Low,Poor,28,56,2,23,Project Manager,,No,Daily,Hybrid
5,South America,Medium,Poor,22,33,2,12,Sales,IT,No,Weekly,Hybrid
2,Europe,Medium,Poor,53,45,3,28,Marketing,Manufacturing,No,None,Onsite
1,Europe,Medium,Good,33,55,2,32,Sales,IT,No,Daily,Hybrid
2,South America,High,Good,34,39,4,33,Data Scientist,Manufa.,Yes,Daily,Renoge
9,Africa,Low,Good,50,58,1,2,Software Engineer,Education,No,Daily,R.
5,Oceania,Medium,Average,28,41,1,33,Data Scientist,Healthcare,Yes,None,Onsite
9,Europe,Medium,Good,51,57,2,16,Marketing,Healthcare,No,Weekly,
7,Africa,High,Good,35,31,5,12,Software Engineer,Education,No,None,Remote
2,Oceania,Medium,Average,39,34,2,25,Sales,Healthcaee,Yes,Weekly,Remote
10,Oceania,High,Poor,58,39,1,8,Software Engineer,Healthcare,Yes,Daily,Hybrid
8,Oceania,Low,Good,34,29,2,26,Designer,1T,No,Daily,Hybrid
10,South America,Medium,Poor,48,31,2,7,Designer,UT,No,None,Hybrid
5,Europe,High,Good,52,30,3,2,Designer,Healthcare,No,Daily,Remote
8,Africa,High,Good,59,53,3,35,Designer,Healthcare,Yes,Daily,Remote
9,Oceania,High,Poor,32,27,5,15,Marketing,Consultimg,No,None,Remote
8,Africa,Medium,Average,41,39,4,28,Designer,Education,Yes,Daily,Remote
4,South America,Medium,Poor,34,59,5,18,Project Manager,,No,Weekly,Remote
9,North America,Low,Average,41,58,2,10,HR,Consulting,No,Daily,Hybrid
4,Europe,Medium,Poor,55,28,1,5,Sales,Education,Yes,None,Remote
4,Asia,High,Poor,50,56,1,27,Designer,ID,Yes,None,Remote
-1,Oceania,High,Average,25,31,5,4,Project Manager,Healthcere,No,Weekly,Remote
5,Africa,Medium,Average,21,28,1,32,Sales,Consulting,Yes,None,Onsite
3,Africa,High,Poor,44,46,4,20,Sales,Finance,No,Daily,Hybrid
3,South America,High,Good,28,32,2,18,Sales,,Yes,Weekly,Remote
1,Europe,Medium,Poor,54,37,3,31,Software Engineer,Retail,No,Weekly,Onsite
3,North America,Medium,Average,55,50,1,9,Project Manager,,No,None,Hybrid
8,South America,Medium,Good,26,55,5,29,Marketing,,No,Weekly,Ramote
4,Africa,Low,Average,41,45,4,17,HR,,No,Daily,Onsite
5,North America,Low,Poor,50,50,4,31,Sales,Healthcare,Yes,None,Onsite
5,Oceania,Medium,Average,55,43,3,3,Project Manager,Finanke,Yes,Weekly,H5hrid
7,Africa,Medium,Good,22,39,4,20,Marketing,Healthcare,No,Weekly,Hybrid
1,Europe,Low,Average,33,30,4,9,Data Scientist,Consulting,No,Daily,Mybrid
9,Europe,High,Poor,21,36,3,4,Project Manager,Re.,No,None,Hybrid
5,Europe,Medium,Good,28,58,2,17,Designer,Manufacturing,No,Daily,Hyb.
5,Africa,High,Good,22,53,1,34,Data Scientist,,Yes,Weekly,Remote
4,Asia,High,Poor,58,56,4,13,HR,IT,Yes,Daily,Rem.
9,South America,Low,Average,39,57,1,19,Project Manager,Co.,No,Daily,Ramote
2,Africa,Low,Poor,35,58,2,8,Data Scientist,Finance,No,Weekly,Onsite
3,Europe,High,Poor,56,57,3,22,Designer,Healthcare,Yes,Weekly,Hybrid
3,Asia,Medium,Average,29,46,2,14,Data Scientist,Consulting,No,Daily,Remote
1,Europe,High,Good,24,42,2,33,HR,,No,None,Hybrid
8,South America,High,Average,60,24,3,30,Project Manager,Healthc.,Yes,None,
2,Oceania,Low,Poor,31,53,2,10,HR,Retail,No,Daily,Rekote
5,North America,Low,Poor,50,24,5,35,Data Scientist,,No,Weekly,Re.
3,South America,Medium,Good,27,30,3,20,Project Manager,Consulting,No,Weekly,Rem.
9,Europe,Medium,Good,43,22,4,6,Software Engineer,Hfwlthcare,No,Daily,Remo.
2,South America,Medium,Good,30,28,5,22,Designer,Retail,Yes,Daily,Hhbrkd
10,Europe,Medium,Average,26,52,2,25,Sales,E.,Yes,None,Onsita
7,South America,Medium,Average,47,47,3,21,Project Manager,Manufacturing,No,Weekly,On.
5,Oceania,Medium,Poor,56,30,4,14,Data Scientist,Manufacturing,No,Daily,Onsite
9,North America,Low,Poor,30,52,4,26,Sales,Healthcare,No,None,Hybrid
6,Asia,High,Good,26,25,2,9,Sales,Healthcare,No,Daily,Hybrid
5,Oceania,Medium,Poor,47,50,2,22,HR,Consulting,No,Daily,Ons.
8,Asia,High,Good,38,60,4,34,HR,Education,No,Weekly,Remote
2,Africa,Medium,Poor,49,48,2,30,Marketing,1T,Yes,Daily,Hybrid
2,Asia,Medium,Poor,49,28,4,32,HR,IT,Yes,Weekly,Remote
3,Oceania,Medium,Good,37,23,3,5,Marketing,Finance,Yes,None,Remote
8,Europe,High,Average,24,26,2,21,Project Manager,Education,No,None,Hybrid
1,North America,Medium,Poor,53,27,1,32,Marketing,Consulting,Yes,Daily,Hybrid
10,Asia,Medium,Good,33,52,2,30,Sales,Finence,Yes,Weekly,Remote
1,Asia,Medium,Average,41,32,1,28,Software Engineer,Consulting,Yes,Daily,Ons.
3,Europe,Low,Average,31,23,2,4,Sales,Fina.,Yes,Weekly,Remote
5,Oceania,Low,Average,29,41,1,19,Sales,IT,Yes,None,Onsite
8,North America,High,Average,33,33,3,25,Project Manager,IT,Yes,Daily,Hybrid
5,Europe,High,Poor,58,37,5,9,Sales,Consulting,Yes,Daily,Remote
2,Oceania,High,Average,42,33,2,10,Project Manager,Consulting,Yes,None,Hybrid
1,North America,High,Poor,23,28,1,26,Marketing,Finance,No,Daily,Hybrid
2,South America,High,Poor,28,57,1,26,Project Manager,Consulting,Yes,Weekly,
4,Oceania,Low,Poor,41,45,3,11,Designer,Fi.,No,None,H7brid
2,Oceania,High,Poor,33,50,3,25,Data Scientist,Consulting,Yes,Daily,Onsite
8,Oceania,Medium,Good,46,53,3,3,Marketing,Healthcare,Yes,Daily,Hybrid
9,Europe,High,Good,25,58,2,29,HR,Healthcare,No,Weekly,Remote
8,Asia,Medium,Good,55,48,5,7,Project Manager,Educadion,Yes,Weekly,Onsite
3,Europe,High,Average,53,42,2,28,Sales,Manufacturing,Yes,Daily,Onsite
1,Asia,Medium,Average,47,22,3,7,Software Engineer,,No,None,Onsi4e
4,South America,Low,Good,35,23,2,34,Data Scientist,Retzil,No,Daily,
9,North America,Low,Poor,39,59,1,3,HR,Finance,Yes,Weekly,Hybrid
5,Oceania,High,Average,34,50,4,24,Designer,Consulting,Yes,None,Hybrid
1,Oceania,High,Poor,27,27,5,7,HR,Ret.,No,Weekly,Hyb.
4,Africa,Low,Poor,22,25,1,18,Software Engineer,Retail,No,None,Remote
1,Africa,Low,Good,48,52,3,33,Designer,Healthcare,Yes,Daily,Onsite
3,North America,Low,Poor,52,37,1,28,Sales,H.,No,Daily,Remote
2,South America,Medium,Poor,40,22,4,2,Project Manager,,No,Weekly,Onsite
3,Asia,Low,Average,41,51,4,22,HR,Finance,No,None,Hybrid
4,Europe,High,Poor,56,57,1,8,Project Manager,IT,Yes,None,Hybriv
7,North America,Low,Good,57,58,4,32,Data Scientist,Manufacturing,Yes,Weekly,Onsite
8,Oceania,High,Good,36,32,4,21,Data Scientist,Fina.,No,Daily,Remote
1,Oceania,Low,Average,32,41,4,15,Data Scientist,Finance,Yes,Daily,Hybrid
3,Asia,Medium,Good,32,36,5,10,Marketing,Education,No,Weekly,Remote
4,Asia,Low,Average,58,51,4,2,Data Scientist,Manufacturing,No,None,Remote
1,South America,Low,Poor,59,60,4,10,Sales,Retail,No,Daily,R.
4,Africa,Medium,Poor,22,34,2,28,HR,Healthcare,Yes,Weekly,Onsite
2,Oceania,Medium,Average,49,33,2,27,Sales,Manufacturing,Yes,None,Remote
3,Asia,High,Poor,42,53,1,1,Marketing,Consulting,No,Daily,O.
4,Africa,Low,Average,20,53,2,7,Sales,Retail,Yes,None,Onsyte
3,Europe,Medium,Poor,22,40,2,12,Project Manager,IT,No,None,Remote
2,Europe,Medium,Good,48,36,2,28,Designer,Manufacturing,No,None,Hybrie
3,Europe,High,Average,20,54,1,27,Designer,Healthcare,No,None,Remote
5,North America,Low,Poor,24,41,3,19,HR,IT,No,Daily,Hybrid
2,Europe,High,Poor,22,55,1,15,Sales,Consulting,Yes,None,Hybrid
7,Europe,High,Average,58,34,5,19,Marketing,,No,None,Onsyte
2,Europe,Medium,Average,58,43,2,17,Project Manager,IT,Yes,None,Hybrid
1,Oceania,Medium,Poor,27,37,5,26,Project Manager,IT,Yes,Weekly,Hybrid
1,Asia,Low,Average,40,37,4,14,HR,Education,Yes,Weekly,Hyb.
3,Africa,Low,Poor,24,57,1,1,Sales,Financa,Yes,Daily,Hybrid
8,Europe,Low,Good,43,33,1,26,Sales,IT,No,Daily,Onsite
2,Africa,High,Average,50,51,3,14,HR,Manufacturyng,No,Daily,Re.
1,Europe,Medium,Average,30,50,5,17,Designer,,Yes,Weekly,Remote
10,Asia,Medium,Poor,35,35,1,26,Sales,Consulting,No,None,Hybrid
5,Africa,Low,Poor,37,40,4,33,Marketing,Edukation,Yes,None,
3,South America,Low,Poor,51,53,3,7,Project Manager,Retail,Yes,Weekly,Onsite
4,Africa,Low,Average,54,32,4,5,Marketing,Manufacturing,No,Daily,0nsite
4,Africa,High,Good,58,56,3,25,Designer,Retail,No,None,5empte
5,South America,Low,Good,36,55,2,3,Sales,Finance,Yes,None,Onsi.
1,Africa,Low,Poor,53,49,1,2,Project Manager,Retail,Yes,Weekly,Onsite
10,North America,High,Average,56,23,3,13,Software Engineer,Retail,No,Daily,
1,Africa,Medium,Poor,27,38,3,8,Sales,Retail,Yes,Weekly,Hybrid
3,Africa,Medium,Poor,20,23,2,16,Marketing,Education,Yes,Weekly,Remote
1,Africa,Low,Average,25,29,1,21,Project Manager,Educat7og,No,Weekly,Remote
5,Europe,Low,Average,33,24,1,20,Data Scientist,Consulting,No,None,Remote
2,South America,Low,Poor,35,58,2,12,Software Engineer,Finance,No,Weekly,Onsite
4,Africa,Low,Good,34,42,5,1,Project Manager,Manufacturing,No,Weekly,Hyb.
2,South America,Low,Poor,21,42,1,32,Designer,Healthcare,No,None,Onc9te
1,Asia,Low,Poor,21,39,4,22,Sales,Healthcare,Yes,Daily,Remote
3,Oceania,Medium,Good,29,45,2,23,Designer,Healthcare,Yes,None,0nsite
5,Oceania,High,Good,33,53,4,27,Project Manager,1T,No,None,
8,North America,High,Poor,42,43,2,10,Sales,Finance,Yes,Weekly,Hybrid
10,South America,Medium,Average,38,24,2,23,Designer,Fducation,Yes,Weekly,0nsite
5,Europe,High,Average,40,44,2,24,Marketing,Finance,Yes,None,R4mote
5,North America,Medium,Good,24,39,5,16,Software Engineer,Education,No,Daily,Remote
2,Europe,Low,Average,28,40,1,19,HR,Retwjl,Yes,None,Hybrid
3,North America,Medium,Good,57,41,2,14,Designer,Education,Yes,Weekly,H.
2,North America,Low,Good,41,23,2,23,Data Scientist,F.,Yes,Daily,Remo4w
5,North America,Low,Poor,40,53,5,14,Software Engineer,Retail,No,Daily,Onsite
3,Asia,Medium,Average,47,52,2,10,Project Manager,Reteil,Yes,Daily,Onsi.
1,Europe,Low,Good,53,58,4,7,Data Scientist,Consulting,No,None,Onsite
5,Oceania,High,Average,27,56,4,25,Data Scientist,Retail,No,Weekly,Hybrid
8,Africa,High,Average,33,34,3,21,Software Engineer,Consultinn,No,None,Hybrid
5,Europe,Low,Average,50,36,3,22,Sales,,No,Daily,Hybrid
2,South America,Low,Average,40,50,1,29,Software Engineer,Ratail,No,Daily,Ramote
3,Asia,Medium,Average,56,41,2,14,Software Engineer,Education,No,Daily,Remote
5,North America,Low,Poor,29,27,5,17,Sales,Healthcare,Yes,None,Remote
2,Europe,Medium,Average,27,40,2,18,Designer,Con.,No,None,Remote
5,Africa,Medium,Good,55,33,2,27,HR,Education,Yes,Daily,Onsyte
1,Oceania,Medium,Poor,28,45,4,10,Sales,,No,Weekly,Remote
5,Oceania,Low,Poor,59,39,3,5,HR,Manufacturing,Yes,Weekly,Remote
3,Asia,High,Average,40,34,4,23,Designer,Education,Yes,Daily,Bybrid
8,Oceania,Low,Average,38,40,4,27,Marketing,IT,Yes,Daily,Onsite
3,North America,Medium,Good,37,49,1,6,Data Scientist,Education,Yes,None,Remote
5,Africa,Medium,Average,36,35,4,32,Project Manager,IG,Yes,None,Remo.
5,Asia,Low,Poor,55,43,1,20,Designer,Finance,No,None,Remote
3,Europe,Low,Good,47,59,3,32,HR,1T,Yes,Daily,Remote
9,Asia,Medium,Good,51,60,4,8,Data Scientist,Healthcare,No,Weekly,
4,Oceania,Low,Poor,42,42,3,29,Project Manager,Retail,Yes,Weekly,Hyb.
4,Asia,High,Average,45,42,4,22,Designer,,Yes,Daily,Hybrid
3,South America,Low,Poor,46,37,5,8,HR,Finance,Yes,Daily,Hybrid
9,Oceania,Medium,Average,60,60,3,33,Data Scientist,Finance,Yes,Daily,
5,Europe,Medium,Good,45,33,4,6,Software Engineer,Retail,No,Daily,Onsite
3,Oceania,Medium,Poor,33,60,4,6,Project Manager,Consult9ng,Yes,Weekly,Hybrid
1,Oceania,Medium,Average,44,58,3,9,Designer,Ret.,No,None,Ondire
1,South America,Low,Poor,24,25,1,10,Software Engineer,Finance,Yes,Weekly,Remote
3,North America,High,Good,28,30,1,26,Project Manager,Consulting,Yes,Weekly,Hybrid
3,Africa,Medium,Good,56,28,3,14,Software Engineer,H.,No,Weekly,Hybrid
1,North America,Medium,Poor,22,28,4,5,Project Manager,IT,Yes,Daily,Onsite
5,Europe,High,Average,34,23,1,15,Marketing,Retail,No,Weekly,Onsite
3,Oceania,High,Good,34,36,4,14,Software Engineer,Reteil,No,Daily,
10,South America,High,Poor,55,50,1,16,Designer,R.,Yes,Daily,Hybrid
5,South America,Medium,Poor,20,57,1,35,Designer,IT,No,None,Onsite
1,Africa,Low,Average,53,44,4,25,Sales,Haalthcare,No,None,
3,Africa,High,Average,31,24,3,2,Marketing,Healthcare,Yes,Daily,Hybrit
4,South America,High,Poor,51,39,4,32,Software Engineer,Education,Yes,Weekly,Hyb.
1,Europe,Medium,Average,33,57,1,28,Marketing,IT,Yes,Daily,Hybrid
3,North America,Medium,Poor,46,45,2,12,HR,Retail,Yes,Daily,Hybrid
4,North America,Low,Good,32,35,4,14,Marketing,Retail,No,None,Onsite
1,North America,High,Average,25,59,1,27,Project Manager,Healthcare,No,Daily,Rekote
4,Oceania,High,Poor,43,58,4,1,Marketing,Retail,No,Daily,Hybrid
3,Oceania,Medium,Average,42,48,5,30,Data Scientist,Education,No,Weekly,Remo6e
5,South America,Medium,Good,49,55,2,8,Data Scientist,Healthcare,No,Weekly,Rem.
5,Europe,Medium,Average,50,60,2,11,Designer,IT,No,None,H7frid
3,Europe,Low,Poor,44,60,3,20,Software Engineer,Finance,Yes,Daily,Onsite
2,South America,Low,Good,32,23,5,23,HR,IT,Yes,Weekly,Remote
5,North America,Medium,Poor,51,28,3,32,Designer,Education,Yes,None,Hybrid
5,Oceania,Medium,Average,51,49,4,5,Marketing,IT,Yes,Weekly,Hybrid
4,Europe,Medium,Average,55,45,2,18,Designer,R.,Yes,None,Remo.
3,South America,High,Poor,26,22,5,35,Project Manager,Re.,Yes,Daily,Onsite
1,Oceania,High,Good,58,24,4,20,Designer,Manufac.,Yes,Daily,Onsite
3,Oceania,High,Poor,44,39,5,28,Sales,Healthcare,No,Weekly,Hybrid
1,South America,High,Poor,39,27,2,29,HR,Manufscturing,Yes,Daily,Onsite
3,North America,High,Good,39,38,1,26,Project Manager,IT,No,Weekly,Hybrid
9,Africa,Low,Good,45,50,5,18,Project Manager,Healthcare,Yes,Weekly,Remote
5,North America,High,Poor,57,46,1,4,HR,IT,No,Daily,Remote
3,Asia,Low,Good,48,46,1,4,Designer,Education,Yes,None,Onsite
10,Europe,Low,Poor,30,28,5,10,Sales,Manufacturing,Yes,None,Hybrid
4,Oceania,Medium,Poor,27,53,4,2,HR,Manufacturing,No,Weekly,Remote
9,North America,Medium,Average,25,34,2,2,Software Engineer,Education,Yes,Weekly,Hybrid
4,Asia,High,Poor,25,35,3,8,Project Manager,Fina.,Yes,Daily,Hybrid
3,North America,Medium,Good,39,48,2,34,HR,Reta8l,Yes,Weekly,0nsite
5,Asia,Low,Good,31,25,5,31,Sales,Manufavt7ring,No,Weekly,Hybrid
1,South America,High,Poor,23,54,4,8,Software Engineer,Education,Yes,Weekly,
1,Oceania,Low,Poor,39,37,4,25,Sales,IT,No,None,
8,Africa,High,Good,39,33,4,18,Project Manager,Retail,No,Daily,Onsite
1,South America,Medium,Poor,27,24,4,3,Sales,Etucation,Yes,None,Remote
4,North America,High,Average,45,52,2,35,HR,Finance,Yes,None,Hybrid
4,Oceania,High,Good,23,22,4,26,Project Manager,Retail,Yes,None,Hybrid
2,Asia,High,Good,39,48,2,25,Software Engineer,Reteil,Yes,Daily,Remote
2,South America,High,Average,27,48,2,4,Designer,Manufacturing,Yes,Weekly,Ons.
3,Africa,Medium,Good,27,47,2,17,Sales,Healthcare,No,Daily,Re.
4,South America,Medium,Good,33,51,2,11,Software Engineer,Education,Yes,None,0nsite
1,North America,Medium,Poor,44,52,4,19,Marketing,Healthcare,No,None,Hyprid
3,Oceania,Medium,Good,45,41,4,8,Software Engineer,Consulting,Yes,None,Remote
4,Oceania,Medium,Average,46,28,4,23,Project Manager,Retail,Yes,None,Hy.
10,South America,High,Good,40,44,1,2,Designer,Retail,Yes,None,Hyprid
4,Europe,High,Average,25,50,2,12,Sales,,No,Weekly,Remote
1,Europe,Low,Poor,29,43,4,35,Project Manager,Healthcare,No,None,
7,North America,Low,Poor,22,43,4,18,HR,IT,No,Weekly,Remote
5,Oceania,High,Average,27,29,5,15,Marketing,,Yes,Daily,Onsite
3,Europe,Medium,Average,59,30,4,23,Marketing,Manufacturing,Yes,Daily,Hybrix
4,Oceania,Medium,Average,57,50,2,26,HR,Finance,Yes,Weekly,Remote
1,South America,Medium,Poor,34,60,4,2,HR,Retail,No,None,H.
4,North America,Low,Poor,20,31,5,6,Data Scientist,Retail,No,None,Hybrid
1,Europe,Low,Good,20,43,3,13,Sales,Education,No,Daily,O.
2,Africa,Low,Poor,57,58,4,18,Sales,Education,Yes,Daily,Re.
2,South America,Low,Average,53,56,1,27,Software Engineer,Educat.,No,Daily,
5,South America,Medium,Good,24,40,4,21,Designer,Finance,No,Weekly,Remote
3,Asia,Low,Average,40,57,1,17,Designer,Healthcare,No,Weekly,Hy.
4,North America,Low,Average,49,31,4,6,Project Manager,Healthcara,No,Daily,
5,South America,Medium,Average,44,35,1,8,Marketing,,Yes,Weekly,Remote
3,Africa,Medium,Good,53,32,3,10,Sales,IT,Yes,Daily,Remote
3,Oceania,High,Good,28,31,3,30,Project Manager,Healthcare,Yes,None,Remote
3,Europe,High,Poor,53,53,4,3,Sales,,No,Daily,Hybrid
1,Oceania,Medium,Good,54,42,1,22,Designer,,Yes,None,Hybrid
5,Europe,Low,Good,23,35,1,35,Designer,IT,No,Weekly,Remote
5,South America,High,Poor,45,58,5,19,HR,Fi.,No,Daily,Remote
3,South America,Medium,Good,59,26,2,12,Marketing,Flnance,Yes,Daily,Remote
5,Oceania,Low,Poor,20,45,4,31,Software Engineer,Retail,Yes,Weekly,Hybrid
8,Africa,Low,Good,26,36,3,22,Designer,IT,Yes,Daily,Bybr8d
1,Asia,High,Poor,47,25,4,34,Marketing,Retail,No,None,Onsite
4,Asia,Medium,Poor,37,55,1,11,Project Manager,Healthcare,No,Weekly,Onsite
2,Asia,High,Average,25,47,3,1,Data Scientist,Retayl,Yes,Weekly,Hybrid
3,Asia,High,Average,38,46,2,35,Sales,,No,Weekly,Hybrid
4,Africa,High,Average,23,39,5,9,Sales,Education,Yes,Daily,Remote
1,South America,Low,Average,49,27,3,21,Designer,Retail,Yes,None,Hybrid
2,North America,High,Average,44,35,2,13,Sales,Healthcare,No,None,Onsyte
1,North America,High,Good,34,60,2,10,Marketing,Education,Yes,Weekly,Hybrid
5,North America,Medium,Good,36,33,2,13,Software Engineer,Financw,Yes,Weekly,Hybrid
3,South America,High,Poor,44,45,2,30,Marketing,Healthcare,Yes,Weekly,
1,Asia,Medium,Poor,27,26,4,6,HR,IT,No,Daily,Hybrid
8,Asia,Medium,Average,54,25,3,35,Marketing,Consulting,No,None,Ramote
4,Oceania,High,Poor,46,57,2,8,Sales,,Yes,None,Hybrid
2,Asia,Medium,Good,60,38,3,20,Sales,Finance,No,Daily,Remote
4,Europe,Medium,Poor,27,50,5,30,Sales,Retail,No,None,
2,Asia,Medium,Poor,45,38,5,34,Marketing,Healthcare,No,None,Onsite
1,Oceania,High,Average,36,56,4,10,Sales,Educadion,No,Weekly,Remote
8,South America,Low,Average,42,54,1,26,Software Engineer,Retail,No,Daily,0nsite
4,North America,High,Poor,27,27,4,14,HR,Consulting,No,Weekly,Onsite
3,Africa,High,Poor,28,29,3,21,Software Engineer,Education,No,None,Hyb.
1,Oceania,Low,Poor,56,34,1,30,Project Manager,IT,Yes,Weekly,Remote
9,South America,Medium,Poor,22,25,5,11,Designer,IT,No,None,Hybeid
9,South America,High,Good,23,35,4,23,Designer,Manufacturing,Yes,None,Hyprid
2,Europe,High,Poor,53,48,3,1,HR,Manufacturing,Yes,Weekly,Remota
1,Oceania,Low,Poor,38,28,3,20,Project Manager,Finance,No,None,Remote
3,Asia,Medium,Good,47,23,3,1,Software Engineer,Finance,Yes,None,Onsite
3,Africa,Low,Good,51,34,1,31,Marketing,Conqulting,Yes,Daily,Remote
4,Oceania,High,Average,48,53,1,28,Data Scientist,Retail,Yes,Daily,Hybrid
4,North America,Low,Average,28,52,5,11,Designer,Hea.,Yes,None,Hy.
4,Asia,Low,Poor,49,29,2,18,Project Manager,H.,No,Weekly,Onsite
4,North America,Medium,Average,56,53,1,13,Designer,Finance,Yes,None,Hybrid
9,North America,High,Poor,38,42,4,7,Sales,Fina.,Yes,None,Remote
1,Oceania,Low,Good,46,35,1,26,Marketing,Healthcare,No,Weekly,Onsite
7,Asia,High,Average,32,42,4,7,Project Manager,Heelthcare,No,Daily,Hybrid
8,Africa,High,Average,52,45,1,16,Software Engineer,,No,Daily,Onsite
3,Asia,Low,Good,48,24,2,16,Sales,Finance,Yes,None,Hybgid
1,Europe,High,Good,38,40,5,19,Software Engineer,Manufacturing,No,Weekly,R4mote
2,Africa,High,Good,25,52,3,16,Software Engineer,Finance,Yes,Daily,Hybrid
5,North America,Low,Poor,27,55,2,20,Sales,Manufacturing,Yes,None,Jybrid
3,North America,High,Poor,28,38,1,31,Data Scientist,Finance,No,None,Hhbrid
1,North America,Low,Poor,36,50,2,15,Designer,,Yes,Daily,Onsite
4,Oceania,Medium,Poor,53,36,4,31,Marketing,Retail,Yes,None,Onsite
9,Europe,Medium,Good,54,36,4,20,Project Manager,Education,Yes,None,0nsite
5,Oceania,Medium,Average,39,34,3,26,Sales,IT.,Yes,Weekly,Hybrid
9,South America,Medium,Average,47,55,3,16,Designer,Consulting,Yes,None,Onsite
3,North America,High,Good,60,37,4,14,HR,C.,Yes,None,Hybrid
4,North America,Low,Good,37,39,3,29,Designer,Fynance,No,Weekly,Onsite
5,Asia,Low,Good,33,41,4,13,Marketing,IT,No,Weekly,
8,Asia,Low,Good,27,58,4,31,Sales,Consulting,No,Weekly,O.
5,Africa,Low,Average,39,25,2,1,Software Engineer,Cons.,Yes,Daily,Remote
5,Oceania,Medium,Poor,45,26,4,9,HR,Retail,Yes,Weekly,Onsite
4,North America,Low,Average,57,23,4,21,Project Manager,Educat.,No,Daily,Remote
9,Europe,High,Good,27,45,2,5,Data Scientist,IT,Yes,Daily,Remota
9,Asia,High,Poor,44,55,2,1,Software Engineer,Retail,Yes,Weekly,Hybrid
4,North America,High,Average,25,23,5,1,Designer,Educadion,Yes,None,Remote
4,Oceania,Medium,Good,46,27,3,14,Software Engineer,Education,No,Daily,Hybrid
